"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G17003100628001","170310628001","8","1"
"G17003100628002","170310628002","7","1"
"G17003100628003","170310628003","7","1"
"G17003100629001","170310629001","12","1"
"G17003100629002","170310629002","13","1"
"G17003100629003","170310629003","6","1"
"G17003100630001","170310630001","24","2"
"G17003100630002","170310630002","18","1"
"G17003100630003","170310630003","26","2"
"G17003100631001","170310631001","20","1"
"G17003100631002","170310631002","14","1"
"G17003100632001","170310632001","37","3"
"G17003100632002","170310632002","32","3"
"G17003100632003","170310632003","36","3"
"G17003100632004","170310632004","34","3"
"G17003100632005","170310632005","36","3"
"G17003100632006","170310632006","36","3"
"G17003100633011","170310633011","38","3"
"G17003100633012","170310633012","20","1"
"G17003100633013","170310633013","33","3"
"G17003100633021","170310633021","27","2"
"G17003100633022","170310633022","33","3"
"G17003100633023","170310633023","31","3"
"G17003100633024","170310633024","33","3"
"G17003100633031","170310633031","37","3"
"G17003100633032","170310633032","30","2"
"G17003100634001","170310634001","11","1"
"G17003100634002","170310634002","13","1"
"G17003100701011","170310701011","28","2"
"G17003100701012","170310701012","20","1"
"G17003100701013","170310701013","35","3"
"G17003100701021","170310701021","11","1"
"G17003100701022","170310701022","15","1"
"G17003100701023","170310701023","49","4"
"G17003100701031","170310701031","30","2"
"G17003100701032","170310701032","30","2"
"G17003100702001","170310702001","8","1"
"G17003100702002","170310702002","7","1"
"G17003100702003","170310702003","8","1"
"G17003100703001","170310703001","11","1"
"G17003100703002","170310703002","5","1"
"G17003100704001","170310704001","4","1"
"G17003100704002","170310704002","3","1"
"G17003100704003","170310704003","5","1"
"G17003100705001","170310705001","5","1"
"G17003100705002","170310705002","5","1"
"G17003100705003","170310705003","5","1"
"G17003100706001","170310706001","4","1"
"G17003100706002","170310706002","5","1"
"G17003100707001","170310707001","7","1"
"G17003100707002","170310707002","16","1"
"G17003100710001","170310710001","GQ","GQ"
"G17003100710002","170310710002","4","1"
"G17003100711001","170310711001","1","1"
"G17003100711002","170310711002","4","1"
"G17003100712001","170310712001","11","1"
"G17003100712002","170310712002","11","1"
"G17003100713001","170310713001","7","1"
"G17003100713002","170310713002","25","2"
"G17003100714001","170310714001","5","1"
"G17003100714002","170310714002","18","1"
"G17003100714003","170310714003","12","1"
"G17003100714004","170310714004","19","1"
"G17003100715001","170310715001","20","2"
"G17003100715002","170310715002","17","1"
"G17003100715003","170310715003","21","2"
"G17003100715004","170310715004","23","2"
"G17003100715005","170310715005","18","1"
"G17003100715006","170310715006","18","1"
"G17003100716001","170310716001","4","1"
"G17003100717001","170310717001","5","1"
"G17003100717002","170310717002","5","1"
"G17003100718001","170310718001","5","1"
"G17003100718002","170310718002","6","1"
"G17003100801001","170310801001","11","1"
"G17003100801002","170310801002","11","1"
"G17003100801003","170310801003","11","1"
"G17003100801004","170310801004","11","1"
"G17003100801005","170310801005","11","1"
"G17003100801006","170310801006","11","1"
"G17003100801007","170310801007","11","1"
"G17003100802011","170310802011","33","3"
"G17003100802012","170310802012","31","3"
"G17003100802013","170310802013","23","2"
"G17003100802021","170310802021","35","3"
"G17003100802022","170310802022","32","3"
"G17003100802023","170310802023","18","1"
"G17003100803001","170310803001","15","1"
"G17003100803002","170310803002","17","1"
"G17003100803003","170310803003","13","1"
"G17003100803004","170310803004","13","1"
"G17003100804001","170310804001","12","1"
"G17003100804002","170310804002","12","1"
"G17003100804003","170310804003","12","1"
"G17003100810001","170310810001","18","1"
"G17003100810002","170310810002","18","1"
"G17003100810003","170310810003","18","1"
"G17003100810004","170310810004","18","1"
"G17003100810005","170310810005","GQ","GQ"
"G17003100810006","170310810006","18","1"
"G17003100811001","170310811001","24","2"
"G17003100811002","170310811002","24","2"
"G17003100811003","170310811003","24","2"
"G17003100812011","170310812011","5","1"
"G17003100812012","170310812012","9","1"
"G17003100812013","170310812013","5","1"
"G17003100812021","170310812021","4","1"
"G17003100812022","170310812022","9","1"
"G17003100812023","170310812023","26","2"
"G17003100812024","170310812024","4","1"
"G17003100813001","170310813001","20","2"
"G17003100813002","170310813002","20","2"
"G17003100813003","170310813003","20","2"
"G17003100813004","170310813004","20","2"
"G17003100813005","170310813005","20","2"
"G17003100813006","170310813006","20","2"
"G17003100814011","170310814011","44","4"
"G17003100814012","170310814012","16","1"
"G17003100814021","170310814021","11","1"
"G17003100814022","170310814022","8","1"
"G17003100814023","170310814023","20","2"
"G17003100814031","170310814031","9","1"
"G17003100814032","170310814032","10","1"
"G17003100814033","170310814033","9","1"
"G17003100815001","170310815001","14","1"
"G17003100815002","170310815002","15","1"
"G17003100815003","170310815003","17","1"
"G17003100816001","170310816001","21","2"
"G17003100816002","170310816002","8","1"
"G17003100817001","170310817001","21","2"
"G17003100817002","170310817002","22","2"
"G17003100818001","170310818001","14","1"
"G17003100818002","170310818002","11","1"
"G17003100818003","170310818003","12","1"
"G17003100818004","170310818004","16","1"
"G17003100819001","170310819001","13","1"
"G17003100901001","170310901001","29","2"
"G17003100901002","170310901002","21","2"
"G17003100901003","170310901003","19","1"
"G17003100901004","170310901004","19","1"
"G17003100902001","170310902001","16","1"
"G17003100902002","170310902002","12","1"
"G17003100902003","170310902003","42","4"
"G17003100902004","170310902004","21","2"
"G17003100902005","170310902005","16","1"
"G17003100903001","170310903001","19","1"
"G17003101001001","170311001001","23","2"
"G17003101001002","170311001002","21","2"
"G17003101001003","170311001003","24","2"
"G17003101001004","170311001004","25","2"
"G17003101002001","170311002001","27","2"
"G17003101002002","170311002002","15","1"
"G17003101002003","170311002003","22","2"
"G17003101002004","170311002004","30","2"
"G17003101002005","170311002005","32","3"
"G17003101002006","170311002006","29","2"
"G17003101002007","170311002007","29","2"
"G17003101003001","170311003001","23","2"
"G17003101003002","170311003002","25","2"
"G17003101003003","170311003003","20","2"
"G17003101003004","170311003004","26","2"
"G17003101003005","170311003005","28","2"
"G17003101003006","170311003006","29","2"
"G17003101004001","170311004001","23","2"
"G17003101004002","170311004002","23","2"
"G17003101004003","170311004003","25","2"
"G17003101005001","170311005001","31","3"
"G17003101005002","170311005002","32","3"
"G17003101005003","170311005003","33","3"
"G17003101005004","170311005004","32","3"
"G17003101005005","170311005005","35","3"
"G17003101006001","170311006001","33","3"
"G17003101006002","170311006002","34","3"
"G17003101006003","170311006003","34","3"
"G17003101006004","170311006004","31","3"
"G17003101007001","170311007001","29","2"
"G17003101007002","170311007002","29","2"
"G17003101007003","170311007003","26","2"
"G17003101007004","170311007004","29","2"
"G17003101007005","170311007005","29","2"
"G17003101101001","170311101001","21","2"
"G17003101101002","170311101002","30","2"
"G17003101101003","170311101003","26","2"
"G17003101101004","170311101004","28","2"
"G17003101101005","170311101005","27","2"
"G17003101102001","170311102001","41","4"
"G17003101102002","170311102002","35","3"
"G17003101103001","170311103001","28","2"
"G17003101103002","170311103002","30","2"
"G17003101103003","170311103003","30","2"
"G17003101103004","170311103004","28","2"
"G17003101103005","170311103005","33","3"
"G17003101104001","170311104001","31","3"
"G17003101104002","170311104002","33","3"
"G17003101104003","170311104003","30","2"
"G17003101105011","170311105011","37","3"
"G17003101105012","170311105012","27","2"
"G17003101105013","170311105013","29","2"
"G17003101105014","170311105014","28","2"
"G17003101105021","170311105021","59","6"
"G17003101105022","170311105022","36","3"
"G17003101201001","170311201001","11","1"
"G17003101201002","170311201002","13","1"
"G17003101201003","170311201003","7","1"
"G17003101201004","170311201004","19","1"
"G17003101202001","170311202001","14","1"
"G17003101202002","170311202002","12","1"
"G17003101202003","170311202003","13","1"
"G17003101202004","170311202004","14","1"
"G17003101203001","170311203001","21","2"
"G17003101203002","170311203002","19","1"
"G17003101203003","170311203003","14","1"
"G17003101203004","170311203004","9","1"
"G17003101203005","170311203005","15","1"
"G17003101203006","170311203006","9","1"
"G17003101204001","170311204001","21","2"
"G17003101204002","170311204002","17","1"
"G17003101204003","170311204003","27","2"
"G17003101301001","170311301001","33","3"
"G17003101301002","170311301002","38","3"
"G17003101301003","170311301003","23","2"
"G17003101302001","170311302001","35","3"
"G17003101303001","170311303001","31","3"
"G17003101303002","170311303002","29","2"
"G17003101303003","170311303003","32","3"
"G17003101303004","170311303004","28","2"
"G17003101401001","170311401001","24","2"
"G17003101401002","170311401002","45","4"
"G17003101402001","170311402001","GQ","GQ"
"G17003101402002","170311402002","53","5"
"G17003101402003","170311402003","46","4"
"G17003101403011","170311403011","28","2"
"G17003101403012","170311403012","41","4"
"G17003101403021","170311403021","61","6"
"G17003101403022","170311403022","39","3"
"G17003101403023","170311403023","31","3"
"G17003101404001","170311404001","40","4"
"G17003101404002","170311404002","26","2"
"G17003101404003","170311404003","25","2"
"G17003101404004","170311404004","27","2"
"G17003101404005","170311404005","36","3"
"G17003101405001","170311405001","36","3"
"G17003101405002","170311405002","30","2"
"G17003101405003","170311405003","28","2"
"G17003101406011","170311406011","26","2"
"G17003101406021","170311406021","57","5"
"G17003101406022","170311406022","44","4"
"G17003101406023","170311406023","41","4"
"G17003101406024","170311406024","43","4"
"G17003101407011","170311407011","36","3"
"G17003101407012","170311407012","23","2"
"G17003101407021","170311407021","32","3"
"G17003101407022","170311407022","42","4"
"G17003101407023","170311407023","36","3"
"G17003101407024","170311407024","28","2"
"G17003101408001","170311408001","12","1"
"G17003101408002","170311408002","12","1"
"G17003101408003","170311408003","12","1"
"G17003101408004","170311408004","11","1"
"G17003101408005","170311408005","12","1"
"G17003101502001","170311502001","25","2"
"G17003101502002","170311502002","25","2"
"G17003101502003","170311502003","26","2"
"G17003101502004","170311502004","33","3"
"G17003101502005","170311502005","28","2"
"G17003101503001","170311503001","41","4"
"G17003101503002","170311503002","34","3"
"G17003101503003","170311503003","31","3"
"G17003101503004","170311503004","28","2"
"G17003101503005","170311503005","27","2"
"G17003101503006","170311503006","39","3"
"G17003101503007","170311503007","34","3"
"G17003101504011","170311504011","41","4"
"G17003101504012","170311504012","41","4"
"G17003101504013","170311504013","40","4"
"G17003101504014","170311504014","37","3"
"G17003101504021","170311504021","30","2"
"G17003101504022","170311504022","32","3"
"G17003101504023","170311504023","29","2"
