"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G17003108030101","170318030101","37","3"
"G17003108030102","170318030102","29","2"
"G17003108030103","170318030103","24","2"
"G17003108030104","170318030104","29","2"
"G17003108030121","170318030121","39","3"
"G17003108030131","170318030131","58","6"
"G17003108030132","170318030132","21","2"
"G17003108030133","170318030133","38","3"
"G17003108030141","170318030141","38","3"
"G17003108030142","170318030142","63","6"
"G17003108030151","170318030151","24","2"
"G17003108030152","170318030152","30","2"
"G17003108030153","170318030153","24","2"
"G17003108030161","170318030161","21","2"
"G17003108030171","170318030171","28","2"
"G17003108030172","170318030172","25","2"
"G17003108030173","170318030173","43","4"
"G17003108031001","170318031001","23","2"
"G17003108031002","170318031002","21","2"
"G17003108032001","170318032001","24","2"
"G17003108032002","170318032002","32","3"
"G17003108032003","170318032003","25","2"
"G17003108033001","170318033001","28","2"
"G17003108033002","170318033002","31","3"
"G17003108033003","170318033003","28","2"
"G17003108034001","170318034001","27","2"
"G17003108034002","170318034002","24","2"
"G17003108034003","170318034003","11","1"
"G17003108034004","170318034004","22","2"
"G17003108034005","170318034005","17","1"
"G17003108034006","170318034006","14","1"
"G17003108035001","170318035001","21","2"
"G17003108035002","170318035002","21","2"
"G17003108035003","170318035003","18","1"
"G17003108035004","170318035004","14","1"
"G17003108035005","170318035005","20","2"
"G17003108036031","170318036031","11","1"
"G17003108036032","170318036032","6","1"
"G17003108036033","170318036033","16","1"
"G17003108036034","170318036034","6","1"
"G17003108036041","170318036041","48","4"
"G17003108036042","170318036042","30","2"
"G17003108036043","170318036043","31","3"
"G17003108036044","170318036044","34","3"
"G17003108036051","170318036051","22","2"
"G17003108036052","170318036052","18","1"
"G17003108036053","170318036053","24","2"
"G17003108036054","170318036054","57","5"
"G17003108036055","170318036055","80","8"
"G17003108036071","170318036071","30","2"
"G17003108036072","170318036072","30","2"
"G17003108036073","170318036073","31","3"
"G17003108036074","170318036074","33","3"
"G17003108036081","170318036081","10","1"
"G17003108036082","170318036082","33","3"
"G17003108036083","170318036083","74","7"
"G17003108036111","170318036111","63","6"
"G17003108036112","170318036112","52","5"
"G17003108036113","170318036113","55","5"
"G17003108036114","170318036114","67","7"
"G17003108036115","170318036115","72","7"
"G17003108036121","170318036121","44","4"
"G17003108036122","170318036122","40","4"
"G17003108036131","170318036131","66","6"
"G17003108036132","170318036132","66","6"
"G17003108036141","170318036141","84","9"
"G17003108036142","170318036142","83","8"
"G17003108036151","170318036151","27","2"
"G17003108036152","170318036152","73","7"
"G17003108036161","170318036161","35","3"
"G17003108036162","170318036162","24","2"
"G17003108036163","170318036163","37","3"
"G17003108037011","170318037011","37","3"
"G17003108037012","170318037012","37","3"
"G17003108037021","170318037021","22","2"
"G17003108037022","170318037022","19","1"
"G17003108037023","170318037023","25","2"
"G17003108037024","170318037024","29","2"
"G17003108038001","170318038001","33","3"
"G17003108038002","170318038002","40","4"
"G17003108038003","170318038003","35","3"
"G17003108038004","170318038004","32","3"
"G17003108039011","170318039011","71","7"
"G17003108039012","170318039012","35","3"
"G17003108039021","170318039021","41","4"
"G17003108039022","170318039022","40","4"
"G17003108039023","170318039023","39","3"
"G17003108040001","170318040001","44","4"
"G17003108040002","170318040002","45","4"
"G17003108041021","170318041021","12","1"
"G17003108041022","170318041022","14","1"
"G17003108041023","170318041023","16","1"
"G17003108041041","170318041041","20","2"
"G17003108041042","170318041042","30","2"
"G17003108041043","170318041043","22","2"
"G17003108041051","170318041051","17","1"
"G17003108041052","170318041052","22","2"
"G17003108041053","170318041053","22","2"
"G17003108041061","170318041061","19","1"
"G17003108041062","170318041062","28","2"
"G17003108041063","170318041063","12","1"
"G17003108041064","170318041064","31","3"
"G17003108041081","170318041081","59","6"
"G17003108041082","170318041082","53","5"
"G17003108041091","170318041091","14","1"
"G17003108041092","170318041092","17","1"
"G17003108042021","170318042021","19","1"
"G17003108042022","170318042022","8","1"
"G17003108042023","170318042023","9","1"
"G17003108042024","170318042024","19","1"
"G17003108042031","170318042031","5","1"
"G17003108042032","170318042032","2","1"
"G17003108042041","170318042041","19","1"
"G17003108042042","170318042042","8","1"
"G17003108042043","170318042043","5","1"
"G17003108043051","170318043051","56","5"
"G17003108043052","170318043052","45","4"
"G17003108043053","170318043053","68","7"
"G17003108043054","170318043054","49","5"
"G17003108043061","170318043061","50","5"
"G17003108043062","170318043062","51","5"
"G17003108043063","170318043063","53","5"
"G17003108043064","170318043064","56","5"
"G17003108043081","170318043081","57","5"
"G17003108043082","170318043082","49","5"
"G17003108043083","170318043083","52","5"
"G17003108043091","170318043091","51","5"
"G17003108043092","170318043092","49","5"
"G17003108043121","170318043121","15","1"
"G17003108043131","170318043131","41","4"
"G17003108043132","170318043132","36","3"
"G17003108043133","170318043133","23","2"
"G17003108043141","170318043141","40","4"
"G17003108043151","170318043151","40","4"
"G17003108043161","170318043161","43","4"
"G17003108043162","170318043162","23","2"
"G17003108044031","170318044031","54","5"
"G17003108044032","170318044032","47","4"
"G17003108044033","170318044033","17","1"
"G17003108044034","170318044034","61","6"
"G17003108044041","170318044041","56","5"
"G17003108044042","170318044042","50","5"
"G17003108044043","170318044043","44","4"
"G17003108044044","170318044044","50","5"
"G17003108044051","170318044051","48","4"
"G17003108044052","170318044052","54","5"
"G17003108044061","170318044061","47","4"
"G17003108044062","170318044062","53","5"
"G17003108044063","170318044063","76","8"
"G17003108045051","170318045051","45","4"
"G17003108045052","170318045052","76","8"
"G17003108045053","170318045053","62","6"
"G17003108045061","170318045061","19","1"
"G17003108045062","170318045062","31","3"
"G17003108045063","170318045063","30","2"
"G17003108045081","170318045081","62","6"
"G17003108045091","170318045091","49","5"
"G17003108045092","170318045092","51","5"
"G17003108045093","170318045093","48","4"
"G17003108045094","170318045094","42","4"
"G17003108045101","170318045101","49","5"
"G17003108045102","170318045102","57","5"
"G17003108045103","170318045103","52","5"
"G17003108045104","170318045104","49","5"
"G17003108045111","170318045111","54","5"
"G17003108045112","170318045112","49","5"
"G17003108045121","170318045121","32","3"
"G17003108045122","170318045122","32","3"
"G17003108045131","170318045131","21","2"
"G17003108045132","170318045132","35","3"
"G17003108045133","170318045133","40","4"
"G17003108045141","170318045141","99","10"
"G17003108045142","170318045142","27","2"
"G17003108045143","170318045143","27","2"
"G17003108046031","170318046031","48","4"
"G17003108046032","170318046032","74","7"
"G17003108046033","170318046033","42","4"
"G17003108046061","170318046061","24","2"
"G17003108046062","170318046062","25","2"
"G17003108046063","170318046063","25","2"
"G17003108046064","170318046064","23","2"
"G17003108046071","170318046071","24","2"
"G17003108046072","170318046072","30","2"
"G17003108046073","170318046073","26","2"
"G17003108046074","170318046074","47","4"
"G17003108046081","170318046081","36","3"
"G17003108046082","170318046082","34","3"
"G17003108046083","170318046083","32","3"
"G17003108046091","170318046091","8","1"
"G17003108046092","170318046092","40","4"
"G17003108046093","170318046093","20","2"
"G17003108046101","170318046101","55","5"
"G17003108046102","170318046102","56","5"
"G17003108046111","170318046111","32","3"
"G17003108046112","170318046112","58","6"
"G17003108046113","170318046113","25","2"
"G17003108047011","170318047011","64","6"
"G17003108047012","170318047012","56","5"
"G17003108047013","170318047013","54","5"
"G17003108047014","170318047014","58","6"
"G17003108047051","170318047051","30","2"
"G17003108047052","170318047052","77","8"
"G17003108047053","170318047053","39","3"
"G17003108047061","170318047061","27","2"
"G17003108047062","170318047062","28","2"
"G17003108047091","170318047091","59","6"
"G17003108047092","170318047092","39","3"
"G17003108047093","170318047093","35","3"
"G17003108047094","170318047094","48","4"
"G17003108047095","170318047095","39","3"
"G17003108047101","170318047101","28","2"
"G17003108047102","170318047102","39","3"
"G17003108047103","170318047103","46","4"
"G17003108047104","170318047104","31","3"
"G17003108047111","170318047111","53","5"
"G17003108047112","170318047112","46","4"
"G17003108047113","170318047113","47","4"
"G17003108047114","170318047114","48","4"
"G17003108047121","170318047121","55","5"
"G17003108047122","170318047122","34","3"
"G17003108047123","170318047123","21","2"
"G17003108047131","170318047131","39","3"
"G17003108047132","170318047132","40","4"
"G17003108047133","170318047133","37","3"
"G17003108047134","170318047134","28","2"
"G17003108047141","170318047141","65","6"
"G17003108047142","170318047142","33","3"
"G17003108047143","170318047143","36","3"
"G17003108047151","170318047151","56","5"
"G17003108047152","170318047152","69","7"
"G17003108047161","170318047161","27","2"
"G17003108047162","170318047162","36","3"
"G17003108047163","170318047163","34","3"
"G17003108048031","170318048031","27","2"
"G17003108048032","170318048032","50","5"
"G17003108048033","170318048033","29","2"
"G17003108048041","170318048041","48","4"
"G17003108048042","170318048042","50","5"
"G17003108048043","170318048043","51","5"
"G17003108048044","170318048044","48","4"
"G17003108048051","170318048051","41","4"
"G17003108048052","170318048052","37","3"
"G17003108048053","170318048053","37","3"
"G17003108048054","170318048054","29","2"
"G17003108048061","170318048061","53","5"
"G17003108048062","170318048062","39","3"
"G17003108048063","170318048063","60","6"
"G17003108048071","170318048071","35","3"
"G17003108048072","170318048072","32","3"
"G17003108048073","170318048073","56","5"
"G17003108048074","170318048074","32","3"
"G17003108048081","170318048081","29","2"
"G17003108048082","170318048082","29","2"
"G17003108048083","170318048083","28","2"
"G17003108048091","170318048091","32","3"
"G17003108048092","170318048092","26","2"
"G17003108048093","170318048093","35","3"
"G17003108048101","170318048101","30","2"
"G17003108048102","170318048102","29","2"
"G17003108048103","170318048103","41","4"
"G17003108048104","170318048104","40","4"
"G17003108049011","170318049011","24","2"
"G17003108049012","170318049012","26","2"
"G17003108049013","170318049013","25","2"
"G17003108049014","170318049014","29","2"
"G17003108049015","170318049015","24","2"
"G17003108049016","170318049016","21","2"
"G17003108049021","170318049021","22","2"
"G17003108049022","170318049022","21","2"
"G17003108049023","170318049023","31","3"
"G17003108049024","170318049024","29","2"
"G17003108049025","170318049025","41","4"
"G17003108050011","170318050011","28","2"
"G17003108050012","170318050012","19","1"
"G17003108050013","170318050013","22","2"
"G17003108050014","170318050014","15","1"
"G17003108050021","170318050021","34","3"
"G17003108050022","170318050022","76","8"
"G17003108050023","170318050023","36","3"
"G17003108050024","170318050024","51","5"
"G17003108050025","170318050025","71","7"
"G17003108051051","170318051051","69","7"
"G17003108051052","170318051052","69","7"
"G17003108051053","170318051053","69","7"
"G17003108051054","170318051054","69","7"
"G17003108051055","170318051055","69","7"
"G17003108051061","170318051061","78","8"
"G17003108051062","170318051062","21","2"
"G17003108051071","170318051071","65","6"
"G17003108051072","170318051072","64","6"
"G17003108051073","170318051073","67","7"
"G17003108051074","170318051074","64","6"
"G17003108051075","170318051075","65","6"
"G17003108051081","170318051081","42","4"
"G17003108051082","170318051082","39","3"
"G17003108051083","170318051083","38","3"
"G17003108051084","170318051084","40","4"
"G17003108051091","170318051091","25","2"
"G17003108051092","170318051092","27","2"
"G17003108051093","170318051093","24","2"
"G17003108051101","170318051101","42","4"
"G17003108051102","170318051102","32","3"
"G17003108051103","170318051103","31","3"
"G17003108051104","170318051104","32","3"
"G17003108051111","170318051111","42","4"
"G17003108051112","170318051112","41","4"
"G17003108051113","170318051113","51","5"
"G17003108051114","170318051114","52","5"
"G17003108051115","170318051115","54","5"
"G17003108051116","170318051116","52","5"
"G17003108051121","170318051121","52","5"
"G17003108051122","170318051122","37","3"
"G17003108052011","170318052011","18","1"
"G17003108052012","170318052012","29","2"
"G17003108052013","170318052013","25","2"
"G17003108052021","170318052021","20","2"
"G17003108052022","170318052022","17","1"
"G17003108052023","170318052023","26","2"
"G17003108052024","170318052024","29","2"
"G17003108053011","170318053011","32","3"
"G17003108053012","170318053012","28","2"
"G17003108053013","170318053013","31","3"
"G17003108053021","170318053021","30","2"
"G17003108053022","170318053022","29","2"
"G17003108053023","170318053023","32","3"
"G17003108054011","170318054011","33","3"
"G17003108054012","170318054012","30","2"
"G17003108054013","170318054013","27","2"
"G17003108054021","170318054021","28","2"
"G17003108054022","170318054022","29","2"
"G17003108054023","170318054023","30","2"
"G17003108054024","170318054024","30","2"
"G17003108054025","170318054025","30","2"
"G17003108055011","170318055011","10","1"
"G17003108055012","170318055012","28","2"
"G17003108055013","170318055013","14","1"
"G17003108055021","170318055021","8","1"
"G17003108055022","170318055022","8","1"
"G17003108055023","170318055023","10","1"
"G17003108055024","170318055024","15","1"
"G17003108056001","170318056001","8","1"
"G17003108056002","170318056002","13","1"
"G17003108056003","170318056003","8","1"
"G17003108056004","170318056004","9","1"
"G17003108057011","170318057011","9","1"
"G17003108057012","170318057012","14","1"
"G17003108057013","170318057013","11","1"
"G17003108057014","170318057014","50","5"
"G17003108057015","170318057015","10","1"
"G17003108057021","170318057021","15","1"
"G17003108057022","170318057022","18","1"
"G17003108058011","170318058011","22","2"
"G17003108058012","170318058012","22","2"
"G17003108058013","170318058013","22","2"
"G17003108058021","170318058021","24","2"
"G17003108058022","170318058022","20","2"
"G17003108058023","170318058023","20","2"
"G17003108058024","170318058024","18","1"
"G17003108058025","170318058025","20","2"
"G17003108059011","170318059011","30","2"
"G17003108059012","170318059012","52","5"
"G17003108059013","170318059013","30","2"
"G17003108059021","170318059021","30","2"
"G17003108059022","170318059022","14","1"
"G17003108059023","170318059023","10","1"
"G17003108059024","170318059024","24","2"
"G17003108059025","170318059025","21","2"
"G17003108059026","170318059026","17","1"
"G17003108060011","170318060011","56","5"
"G17003108060012","170318060012","69","7"
"G17003108060013","170318060013","82","8"
"G17003108060014","170318060014","18","1"
"G17003108060021","170318060021","67","7"
"G17003108060022","170318060022","69","7"
"G17003108060023","170318060023","64","6"
"G17003108060024","170318060024","60","6"
"G17003108060025","170318060025","72","7"
"G17003108060041","170318060041","50","5"
"G17003108060042","170318060042","36","3"
"G17003108060043","170318060043","29","2"
"G17003108060044","170318060044","26","2"
"G17003108060051","170318060051","26","2"
"G17003108060052","170318060052","54","5"
"G17003108060061","170318060061","70","7"
"G17003108060062","170318060062","52","5"
"G17003108060063","170318060063","38","3"
"G17003108060064","170318060064","49","5"
"G17003108061021","170318061021","34","3"
"G17003108061022","170318061022","33","3"
"G17003108061023","170318061023","31","3"
"G17003108061031","170318061031","29","2"
"G17003108061032","170318061032","32","3"
"G17003108061033","170318061033","26","2"
"G17003108061034","170318061034","32","3"
"G17003108061041","170318061041","64","6"
"G17003108061042","170318061042","64","6"
"G17003108061043","170318061043","49","5"
"G17003108062011","170318062011","50","5"
"G17003108062012","170318062012","54","5"
"G17003108062021","170318062021","53","5"
"G17003108062022","170318062022","46","4"
"G17003108062023","170318062023","47","4"
"G17003108063001","170318063001","41","4"
"G17003108063002","170318063002","32","3"
"G17003108063003","170318063003","31","3"
"G17003108063004","170318063004","36","3"
"G17003108063005","170318063005","31","3"
"G17003108063006","170318063006","32","3"
"G17003108064001","170318064001","32","3"
"G17003108064002","170318064002","32","3"
"G17003108065011","170318065011","46","4"
"G17003108065012","170318065012","48","4"
"G17003108065021","170318065021","50","5"
"G17003108065022","170318065022","33","3"
"G17003108065023","170318065023","44","4"
"G17003108065024","170318065024","50","5"
"G17003108066001","170318066001","36","3"
"G17003108066002","170318066002","46","4"
"G17003108067001","170318067001","23","2"
"G17003108067002","170318067002","10","1"
"G17003108067003","170318067003","23","2"
"G17003108067004","170318067004","26","2"
"G17003108068011","170318068011","67","7"
"G17003108068012","170318068012","35","3"
"G17003108068013","170318068013","19","1"
"G17003108068014","170318068014","32","3"
"G17003108068021","170318068021","17","1"
"G17003108068022","170318068022","49","5"
"G17003108068023","170318068023","18","1"
"G17003108069001","170318069001","29","2"
"G17003108069002","170318069002","45","4"
"G17003108069003","170318069003","30","2"
"G17003108070001","170318070001","56","5"
"G17003108070002","170318070002","43","4"
"G17003108070003","170318070003","30","2"
"G17003108070004","170318070004","43","4"
"G17003108071001","170318071001","18","1"
"G17003108071002","170318071002","22","2"
"G17003108071003","170318071003","15","1"
"G17003108072001","170318072001","27","2"
"G17003108072002","170318072002","33","3"
"G17003108072003","170318072003","30","2"
"G17003108072004","170318072004","30","2"
"G17003108072005","170318072005","25","2"
"G17003108073001","170318073001","55","5"
"G17003108073002","170318073002","34","3"
"G17003108073003","170318073003","37","3"
"G17003108073004","170318073004","32","3"
"G17003108073005","170318073005","29","2"
"G17003108074001","170318074001","29","2"
"G17003108074002","170318074002","29","2"
"G17003108074003","170318074003","29","2"
"G17003108074004","170318074004","30","2"
"G17003108074005","170318074005","35","3"
"G17003108075001","170318075001","26","2"
"G17003108075002","170318075002","26","2"
"G17003108075003","170318075003","26","2"
"G17003108076001","170318076001","40","4"
"G17003108076002","170318076002","29","2"
"G17003108076003","170318076003","24","2"
"G17003108076004","170318076004","29","2"
"G17003108076005","170318076005","34","3"
"G17003108077001","170318077001","47","4"
"G17003108077002","170318077002","32","3"
"G17003108077003","170318077003","35","3"
"G17003108077004","170318077004","36","3"
"G17003108078001","170318078001","17","1"
"G17003108078002","170318078002","22","2"
"G17003108079001","170318079001","22","2"
"G17003108079002","170318079002","18","1"
"G17003108079003","170318079003","7","1"
"G17003108080011","170318080011","24","2"
"G17003108080012","170318080012","28","2"
"G17003108080013","170318080013","22","2"
"G17003108080021","170318080021","27","2"
"G17003108080022","170318080022","34","3"
"G17003108080023","170318080023","28","2"
"G17003108080024","170318080024","26","2"
"G17003108081001","170318081001","40","4"
"G17003108081002","170318081002","49","5"
"G17003108082001","170318082001","36","3"
"G17003108082002","170318082002","34","3"
"G17003108082003","170318082003","43","4"
"G17003108083011","170318083011","63","6"
"G17003108083012","170318083012","33","3"
"G17003108083013","170318083013","29","2"
"G17003108083014","170318083014","41","4"
"G17003108083021","170318083021","32","3"
"G17003108083022","170318083022","58","6"
"G17003108083023","170318083023","28","2"
"G17003108084001","170318084001","21","2"
"G17003108084002","170318084002","25","2"
"G17003108084003","170318084003","28","2"
"G17003108085001","170318085001","25","2"
"G17003108085002","170318085002","26","2"
"G17003108085003","170318085003","28","2"
"G17003108085004","170318085004","27","2"
"G17003108086001","170318086001","3","1"
"G17003108086002","170318086002","13","1"
"G17003108087021","170318087021","GQ","GQ"
"G17003108087022","170318087022","GQ-PH","GQ-PH"
"G17003108087023","170318087023","GQ-PH","GQ-PH"
"G17003108088001","170318088001","9","1"
"G17003108088002","170318088002","4","1"
"G17003108089001","170318089001","9","1"
"G17003108089002","170318089002","8","1"
"G17003108089003","170318089003","13","1"
"G17003108090001","170318090001","6","1"
"G17003108090002","170318090002","6","1"
"G17003108090003","170318090003","8","1"
"G17003108090004","170318090004","8","1"
"G17003108091001","170318091001","14","1"
"G17003108091002","170318091002","9","1"
"G17003108091003","170318091003","16","1"
"G17003108092001","170318092001","47","4"
"G17003108092002","170318092002","38","3"
"G17003108092003","170318092003","60","6"
"G17003108092004","170318092004","50","5"
"G17003108093001","170318093001","13","1"
"G17003108093002","170318093002","14","1"
"G17003108093003","170318093003","13","1"
"G17003108094011","170318094011","8","1"
"G17003108094012","170318094012","40","4"
"G17003108094021","170318094021","26","2"
"G17003108094022","170318094022","44","4"
"G17003108095001","170318095001","20","2"
"G17003108095002","170318095002","37","3"
"G17003108095003","170318095003","22","2"
"G17003108096001","170318096001","17","1"
"G17003108096002","170318096002","29","2"
"G17003108096003","170318096003","23","2"
"G17003108097001","170318097001","21","2"
"G17003108097002","170318097002","19","1"
"G17003108097003","170318097003","28","2"
"G17003108098001","170318098001","11","1"
"G17003108098002","170318098002","11","1"
"G17003108099001","170318099001","4","1"
"G17003108099002","170318099002","24","2"
"G17003108100001","170318100001","36","3"
"G17003108100002","170318100002","19","1"
"G17003108100003","170318100003","38","3"
"G17003108101001","170318101001","34","3"
"G17003108101002","170318101002","20","2"
"G17003108101003","170318101003","21","2"
"G17003108101004","170318101004","15","1"
"G17003108101005","170318101005","40","4"
"G17003108102001","170318102001","62","6"
"G17003108102002","170318102002","57","5"
"G17003108102003","170318102003","71","7"
"G17003108102004","170318102004","62","6"
"G17003108102005","170318102005","44","4"
"G17003108102006","170318102006","39","3"
"G17003108103011","170318103011","34","3"
"G17003108103012","170318103012","34","3"
"G17003108103013","170318103013","37","3"
"G17003108103014","170318103014","28","2"
"G17003108103021","170318103021","31","3"
"G17003108103022","170318103022","23","2"
"G17003108103023","170318103023","30","2"
"G17003108104001","170318104001","17","1"
"G17003108104002","170318104002","16","1"
"G17003108104003","170318104003","21","2"
"G17003108104004","170318104004","18","1"
"G17003108105011","170318105011","39","3"
"G17003108105012","170318105012","31","3"
"G17003108105013","170318105013","30","2"
"G17003108105014","170318105014","32","3"
"G17003108105015","170318105015","35","3"
"G17003108105021","170318105021","37","3"
"G17003108105022","170318105022","37","3"
"G17003108105023","170318105023","37","3"
"G17003108105024","170318105024","38","3"
"G17003108105025","170318105025","36","3"
"G17003108106001","170318106001","37","3"
"G17003108106002","170318106002","35","3"
"G17003108106003","170318106003","39","3"
"G17003108107011","170318107011","52","5"
"G17003108107012","170318107012","53","5"
"G17003108107013","170318107013","53","5"
"G17003108107014","170318107014","52","5"
"G17003108107021","170318107021","49","5"
"G17003108107022","170318107022","50","5"
"G17003108107023","170318107023","43","4"
"G17003108108001","170318108001","33","3"
"G17003108108002","170318108002","39","3"
"G17003108108003","170318108003","36","3"
"G17003108108004","170318108004","32","3"
"G17003108109001","170318109001","47","4"
"G17003108109002","170318109002","50","5"
"G17003108109003","170318109003","50","5"
"G17003108109004","170318109004","50","5"
"G17003108109005","170318109005","50","5"
"G17003108110001","170318110001","27","2"
"G17003108110002","170318110002","28","2"
"G17003108110003","170318110003","25","2"
"G17003108110004","170318110004","30","2"
"G17003108110005","170318110005","31","3"
"G17003108111001","170318111001","86","9"
"G17003108111002","170318111002","43","4"
"G17003108111003","170318111003","41","4"
"G17003108111004","170318111004","44","4"
"G17003108112001","170318112001","60","6"
"G17003108112002","170318112002","48","4"
"G17003108112003","170318112003","44","4"
"G17003108112004","170318112004","47","4"
"G17003108112005","170318112005","54","5"
"G17003108113011","170318113011","55","5"
"G17003108113012","170318113012","58","6"
"G17003108113013","170318113013","48","4"
"G17003108113014","170318113014","54","5"
"G17003108113021","170318113021","55","5"
"G17003108113022","170318113022","56","5"
"G17003108114011","170318114011","54","5"
"G17003108114012","170318114012","50","5"
"G17003108114013","170318114013","48","4"
"G17003108114014","170318114014","40","4"
"G17003108114015","170318114015","54","5"
"G17003108114021","170318114021","47","4"
"G17003108114022","170318114022","50","5"
"G17003108114023","170318114023","57","5"
"G17003108115001","170318115001","44","4"
"G17003108115002","170318115002","45","4"
"G17003108115003","170318115003","47","4"
"G17003108115004","170318115004","47","4"
"G17003108116001","170318116001","56","5"
"G17003108116002","170318116002","52","5"
"G17003108116003","170318116003","48","4"
"G17003108116004","170318116004","53","5"
"G17003108117011","170318117011","49","5"
"G17003108117012","170318117012","56","5"
"G17003108117021","170318117021","90","9"
"G17003108117022","170318117022","59","6"
"G17003108117023","170318117023","56","5"
"G17003108118001","170318118001","49","5"
"G17003108118002","170318118002","47","4"
"G17003108118003","170318118003","45","4"
"G17003108118004","170318118004","47","4"
"G17003108119001","170318119001","9","1"
"G17003108119002","170318119002","14","1"
"G17003108119003","170318119003","5","1"
"G17003108119004","170318119004","6","1"
"G17003108120001","170318120001","10","1"
"G17003108120002","170318120002","24","2"
"G17003108120003","170318120003","15","1"
"G17003108120004","170318120004","7","1"
"G17003108120005","170318120005","13","1"
"G17003108120006","170318120006","7","1"
"G17003108121001","170318121001","23","2"
"G17003108121002","170318121002","22","2"
"G17003108121003","170318121003","22","2"
"G17003108121004","170318121004","23","2"
"G17003108121005","170318121005","23","2"
"G17003108122001","170318122001","7","1"
"G17003108122002","170318122002","6","1"
"G17003108122003","170318122003","7","1"
"G17003108122004","170318122004","7","1"
"G17003108123011","170318123011","50","5"
"G17003108123012","170318123012","50","5"
"G17003108123013","170318123013","44","4"
"G17003108123021","170318123021","11","1"
"G17003108123022","170318123022","11","1"
"G17003108123023","170318123023","34","3"
"G17003108124001","170318124001","6","1"
"G17003108124002","170318124002","6","1"
"G17003108124003","170318124003","6","1"
"G17003108125001","170318125001","23","2"
"G17003108125002","170318125002","23","2"
"G17003108125003","170318125003","23","2"
"G17003108125004","170318125004","23","2"
"G17003108126001","170318126001","36","3"
"G17003108126002","170318126002","54","5"
"G17003108126003","170318126003","58","6"
"G17003108126004","170318126004","26","2"
"G17003108127001","170318127001","18","1"
"G17003108127002","170318127002","43","4"
"G17003108127003","170318127003","57","5"
"G17003108128011","170318128011","57","5"
"G17003108128012","170318128012","48","4"
"G17003108128021","170318128021","34","3"
"G17003108128022","170318128022","24","2"
"G17003108128023","170318128023","32","3"
"G17003108129001","170318129001","16","1"
"G17003108129002","170318129002","17","1"
"G17003108129003","170318129003","19","1"
"G17003108129004","170318129004","16","1"
"G17003108130001","170318130001","19","1"
"G17003108130002","170318130002","23","2"
"G17003108130003","170318130003","21","2"
"G17003108130004","170318130004","20","2"
"G17003108130005","170318130005","9","1"
"G17003108131001","170318131001","38","3"
"G17003108131002","170318131002","28","2"
"G17003108131003","170318131003","25","2"
"G17003108131004","170318131004","35","3"
"G17003108131005","170318131005","20","2"
"G17003108132001","170318132001","20","2"
"G17003108132002","170318132002","17","1"
"G17003108132003","170318132003","18","1"
"G17003108132004","170318132004","15","1"
"G17003108132005","170318132005","16","1"
"G17003108133011","170318133011","65","6"
"G17003108133012","170318133012","80","8"
"G17003108133013","170318133013","63","6"
"G17003108133021","170318133021","63","6"
"G17003108133022","170318133022","63","6"
"G17003108134001","170318134001","68","7"
"G17003108134002","170318134002","58","6"
"G17003108134003","170318134003","55","5"
"G17003108134004","170318134004","54","5"
"G17003108134005","170318134005","49","5"
"G17003108134006","170318134006","57","5"
"G17003108135001","170318135001","53","5"
"G17003108135002","170318135002","54","5"
"G17003108135003","170318135003","48","4"
"G17003108135004","170318135004","52","5"
"G17003108135005","170318135005","51","5"
"G17003108136001","170318136001","55","5"
"G17003108136002","170318136002","46","4"
"G17003108136003","170318136003","51","5"
"G17003108137011","170318137011","61","6"
"G17003108137012","170318137012","61","6"
"G17003108137021","170318137021","51","5"
"G17003108137022","170318137022","66","6"
"G17003108137023","170318137023","43","4"
"G17003108137024","170318137024","50","5"
"G17003108138011","170318138011","66","6"
"G17003108138012","170318138012","66","6"
"G17003108138013","170318138013","64","6"
"G17003108138021","170318138021","62","6"
"G17003108138022","170318138022","62","6"
"G17003108138023","170318138023","63","6"
"G17003108138024","170318138024","62","6"
"G17003108139001","170318139001","69","7"
"G17003108139002","170318139002","66","6"
"G17003108139003","170318139003","59","6"
"G17003108139004","170318139004","57","5"
"G17003108139005","170318139005","49","5"
"G17003108140001","170318140001","58","6"
"G17003108140002","170318140002","68","7"
"G17003108140003","170318140003","61","6"
"G17003108140004","170318140004","49","5"
"G17003108141001","170318141001","69","7"
"G17003108141002","170318141002","76","8"
"G17003108141003","170318141003","59","6"
"G17003108142001","170318142001","57","5"
"G17003108142002","170318142002","55","5"
"G17003108142003","170318142003","61","6"
"G17003108142004","170318142004","60","6"
"G17003108142005","170318142005","63","6"
"G17003108142006","170318142006","65","6"
"G17003108143001","170318143001","64","6"
"G17003108143002","170318143002","63","6"
"G17003108144001","170318144001","61","6"
"G17003108144002","170318144002","69","7"
"G17003108144003","170318144003","67","7"
"G17003108144004","170318144004","66","6"
"G17003108144005","170318144005","65","6"
"G17003108144006","170318144006","55","5"
"G17003108145001","170318145001","49","5"
"G17003108145002","170318145002","51","5"
"G17003108145003","170318145003","62","6"
"G17003108146001","170318146001","59","6"
"G17003108146002","170318146002","41","4"
"G17003108146003","170318146003","48","4"
"G17003108146004","170318146004","45","4"
"G17003108146005","170318146005","44","4"
"G17003108147001","170318147001","45","4"
"G17003108147002","170318147002","41","4"
"G17003108147003","170318147003","48","4"
"G17003108147004","170318147004","47","4"
"G17003108147005","170318147005","54","5"
"G17003108148001","170318148001","48","4"
"G17003108148002","170318148002","46","4"
"G17003108148003","170318148003","43","4"
