"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"159949","G37008100109001","370810109001","GQ","GQ"
"159950","G37008100109002","370810109002","36","2"
"159951","G37008100110001","370810110001","92","10"
"159952","G37008100110002","370810110002","GQ","GQ"
"159953","G37008100111011","370810111011","94","10"
"159954","G37008100111012","370810111012","89","9"
"159955","G37008100111013","370810111013","91","10"
"159956","G37008100111014","370810111014","93","10"
"159957","G37008100111021","370810111021","90","9"
"159958","G37008100111022","370810111022","88","9"
"159959","G37008100112011","370810112011","GQ","GQ"
"159960","G37008100112012","370810112012","45","3"
"159961","G37008100112021","370810112021","88","9"
"159962","G37008100112022","370810112022","91","10"
"159963","G37008100113001","370810113001","58","5"
"159964","G37008100113002","370810113002","80","8"
"159965","G37008100113003","370810113003","82","8"
"159966","G37008100113004","370810113004","76","7"
"159967","G37008100114001","370810114001","86","9"
"159968","G37008100114002","370810114002","86","9"
"159969","G37008100114003","370810114003","86","9"
"159970","G37008100114004","370810114004","86","9"
"159971","G37008100114005","370810114005","86","9"
"159972","G37008100115001","370810115001","GQ","GQ"
"159973","G37008100115002","370810115002","93","10"
"159974","G37008100115003","370810115003","96","10"
"159975","G37008100116011","370810116011","92","10"
"159976","G37008100116012","370810116012","88","9"
"159977","G37008100116013","370810116013","95","10"
"159978","G37008100116021","370810116021","94","10"
"159979","G37008100116022","370810116022","94","10"
"159980","G37008100116023","370810116023","94","10"
"159981","G37008100119041","370810119041","80","8"
"159982","G37008100119042","370810119042","95","10"
"159983","G37008100119043","370810119043","83","8"
"159984","G37008100119051","370810119051","89","9"
"159985","G37008100119052","370810119052","89","9"
"159986","G37008100119053","370810119053","88","9"
"159987","G37008100125031","370810125031","72","7"
"159988","G37008100125032","370810125032","65","6"
"159989","G37008100125033","370810125033","19","1"
"159990","G37008100125041","370810125041","52","4"
"159991","G37008100125042","370810125042","24","2"
"159992","G37008100125051","370810125051","33","2"
"159993","G37008100125052","370810125052","23","1"
"159994","G37008100125053","370810125053","26","2"
"159995","G37008100125081","370810125081","64","6"
"159996","G37008100125082","370810125082","60","5"
"159997","G37008100125083","370810125083","61","5"
"159998","G37008100125091","370810125091","34","2"
"159999","G37008100125101","370810125101","20","1"
"160000","G37008100125102","370810125102","33","2"
"160001","G37008100125111","370810125111","23","1"
"160002","G37008100125112","370810125112","24","2"
"160003","G37008100125113","370810125113","31","2"
"160004","G37008100125114","370810125114","27","2"
"160005","G37008100126041","370810126041","86","9"
"160006","G37008100126042","370810126042","83","8"
"160007","G37008100126043","370810126043","85","9"
"160008","G37008100126044","370810126044","92","10"
"160009","G37008100126071","370810126071","71","7"
"160010","G37008100126081","370810126081","88","9"
"160011","G37008100126082","370810126082","88","9"
"160012","G37008100126101","370810126101","85","9"
"160013","G37008100126102","370810126102","75","7"
"160014","G37008100126111","370810126111","88","9"
"160015","G37008100126112","370810126112","87","9"
"160016","G37008100126113","370810126113","87","9"
"160017","G37008100126121","370810126121","84","9"
"160018","G37008100126122","370810126122","89","9"
"160019","G37008100126123","370810126123","76","7"
"160020","G37008100126124","370810126124","75","7"
"160021","G37008100126171","370810126171","82","8"
"160022","G37008100126172","370810126172","80","8"
"160023","G37008100126181","370810126181","69","6"
"160024","G37008100126182","370810126182","65","6"
"160025","G37008100126191","370810126191","71","7"
"160026","G37008100126192","370810126192","80","8"
"160027","G37008100126201","370810126201","81","8"
"160028","G37008100126202","370810126202","81","8"
"160029","G37008100126211","370810126211","82","8"
"160030","G37008100126212","370810126212","81","8"
"160031","G37008100126213","370810126213","81","8"
"160032","G37008100127031","370810127031","28","2"
"160033","G37008100127032","370810127032","28","2"
"160034","G37008100127033","370810127033","28","2"
"160035","G37008100127034","370810127034","28","2"
"160036","G37008100127041","370810127041","95","10"
"160037","G37008100127042","370810127042","91","10"
"160038","G37008100127043","370810127043","89","9"
"160039","G37008100127051","370810127051","97","10"
"160040","G37008100127052","370810127052","86","9"
"160041","G37008100127061","370810127061","96","10"
"160042","G37008100127062","370810127062","96","10"
"160043","G37008100127071","370810127071","93","10"
"160044","G37008100127072","370810127072","94","10"
"160045","G37008100128031","370810128031","79","8"
"160046","G37008100128032","370810128032","63","6"
"160047","G37008100128033","370810128033","71","7"
"160048","G37008100128041","370810128041","77","8"
"160049","G37008100128042","370810128042","77","8"
"160050","G37008100128043","370810128043","79","8"
"160051","G37008100128051","370810128051","83","8"
"160052","G37008100136011","370810136011","GQ","GQ"
"160053","G37008100136012","370810136012","GQ-PH","GQ-PH"
"160054","G37008100136021","370810136021","85","9"
"160055","G37008100136022","370810136022","74","7"
"160056","G37008100136023","370810136023","80","8"
"160057","G37008100136024","370810136024","90","9"
"160058","G37008100137001","370810137001","42","3"
"160059","G37008100137002","370810137002","38","3"
"160060","G37008100137003","370810137003","59","5"
"160061","G37008100137004","370810137004","41","3"
"160062","G37008100137005","370810137005","80","8"
"160063","G37008100138001","370810138001","96","10"
"160064","G37008100138002","370810138002","93","10"
"160065","G37008100138003","370810138003","87","9"
"160066","G37008100138004","370810138004","PH","PH"
"160067","G37008100138005","370810138005","93","10"
"160068","G37008100139001","370810139001","98","10"
"160069","G37008100139002","370810139002","97","10"
"160070","G37008100139003","370810139003","98","10"
"160071","G37008100139004","370810139004","96","10"
"160072","G37008100140001","370810140001","91","10"
"160073","G37008100140002","370810140002","82","8"
"160074","G37008100142001","370810142001","92","10"
"160075","G37008100142002","370810142002","93","10"
"160076","G37008100142003","370810142003","93","10"
"160077","G37008100142004","370810142004","94","10"
"160078","G37008100143001","370810143001","94","10"
"160079","G37008100143002","370810143002","PH","PH"
"160080","G37008100143003","370810143003","94","10"
"160081","G37008100143004","370810143004","94","10"
"160082","G37008100144061","370810144061","81","8"
"160083","G37008100144071","370810144071","58","5"
"160084","G37008100144072","370810144072","86","9"
"160085","G37008100144073","370810144073","39","3"
"160086","G37008100144074","370810144074","40","3"
"160087","G37008100144081","370810144081","90","9"
"160088","G37008100144082","370810144082","80","8"
"160089","G37008100144091","370810144091","80","8"
"160090","G37008100144092","370810144092","78","8"
"160091","G37008100144101","370810144101","77","8"
"160092","G37008100144102","370810144102","80","8"
"160093","G37008100144103","370810144103","78","8"
"160094","G37008100144111","370810144111","GQ","GQ"
"160095","G37008100144112","370810144112","87","9"
"160096","G37008100144113","370810144113","87","9"
"160097","G37008100144114","370810144114","87","9"
"160098","G37008100144121","370810144121","61","5"
"160099","G37008100144122","370810144122","74","7"
"160100","G37008100145011","370810145011","96","10"
"160101","G37008100145012","370810145012","81","8"
"160102","G37008100145021","370810145021","92","10"
"160103","G37008100145022","370810145022","84","9"
"160104","G37008100145031","370810145031","95","10"
"160105","G37008100145032","370810145032","94","10"
"160106","G37008100151001","370810151001","53","4"
"160107","G37008100151002","370810151002","58","5"
"160108","G37008100151003","370810151003","56","5"
"160109","G37008100152011","370810152011","57","5"
"160110","G37008100152012","370810152012","56","5"
"160111","G37008100152013","370810152013","61","5"
"160112","G37008100152014","370810152014","71","7"
"160113","G37008100152021","370810152021","57","5"
"160114","G37008100152022","370810152022","59","5"
"160115","G37008100152023","370810152023","75","7"
"160116","G37008100152024","370810152024","65","6"
"160117","G37008100153011","370810153011","61","5"
"160118","G37008100153012","370810153012","23","1"
"160119","G37008100153013","370810153013","51","4"
"160120","G37008100153021","370810153021","75","7"
"160121","G37008100153022","370810153022","72","7"
"160122","G37008100154011","370810154011","71","7"
"160123","G37008100154012","370810154012","64","6"
"160124","G37008100154013","370810154013","61","5"
"160125","G37008100154021","370810154021","63","6"
"160126","G37008100154022","370810154022","69","6"
"160127","G37008100154023","370810154023","81","8"
"160128","G37008100154024","370810154024","71","7"
"160129","G37008100155001","370810155001","74","7"
"160130","G37008100155002","370810155002","70","7"
"160131","G37008100155003","370810155003","59","5"
"160132","G37008100156011","370810156011","18","1"
"160133","G37008100156012","370810156012","20","1"
"160134","G37008100156021","370810156021","25","2"
"160135","G37008100156022","370810156022","57","5"
"160136","G37008100156023","370810156023","33","2"
"160137","G37008100157031","370810157031","51","4"
"160138","G37008100157032","370810157032","59","5"
"160139","G37008100157033","370810157033","47","4"
"160140","G37008100157041","370810157041","25","2"
"160141","G37008100157042","370810157042","59","5"
"160142","G37008100157043","370810157043","92","10"
"160143","G37008100157051","370810157051","77","8"
"160144","G37008100157052","370810157052","69","6"
"160145","G37008100157053","370810157053","85","9"
"160146","G37008100157061","370810157061","21","1"
"160147","G37008100157062","370810157062","63","6"
"160148","G37008100157071","370810157071","54","4"
"160149","G37008100157072","370810157072","63","6"
"160150","G37008100157073","370810157073","29","2"
"160151","G37008100157074","370810157074","55","5"
"160152","G37008100157075","370810157075","36","2"
"160153","G37008100158001","370810158001","22","1"
"160154","G37008100158002","370810158002","14","1"
"160155","G37008100158003","370810158003","17","1"
"160156","G37008100158004","370810158004","21","1"
"160157","G37008100159011","370810159011","31","2"
"160158","G37008100159012","370810159012","56","5"
"160159","G37008100159013","370810159013","39","3"
"160160","G37008100159014","370810159014","21","1"
"160161","G37008100159021","370810159021","22","1"
"160162","G37008100159022","370810159022","22","1"
"160163","G37008100160031","370810160031","22","1"
"160164","G37008100160032","370810160032","15","1"
"160165","G37008100160033","370810160033","44","3"
"160166","G37008100160051","370810160051","30","2"
"160167","G37008100160061","370810160061","48","4"
"160168","G37008100160062","370810160062","63","6"
"160169","G37008100160071","370810160071","66","6"
"160170","G37008100160072","370810160072","51","4"
"160171","G37008100160073","370810160073","41","3"
"160172","G37008100160081","370810160081","40","3"
"160173","G37008100160082","370810160082","56","5"
"160174","G37008100160083","370810160083","47","4"
"160175","G37008100160091","370810160091","44","3"
"160176","G37008100160092","370810160092","40","3"
"160177","G37008100160101","370810160101","82","8"
"160178","G37008100160102","370810160102","42","3"
"160179","G37008100160111","370810160111","85","9"
"160180","G37008100160112","370810160112","85","9"
"160181","G37008100160113","370810160113","83","8"
"160182","G37008100161011","370810161011","GQ","GQ"
"160183","G37008100161012","370810161012","55","5"
"160184","G37008100161013","370810161013","56","5"
"160185","G37008100161021","370810161021","78","8"
"160186","G37008100161022","370810161022","73","7"
"160187","G37008100161023","370810161023","78","8"
"160188","G37008100161031","370810161031","67","6"
"160189","G37008100161032","370810161032","88","9"
"160190","G37008100161033","370810161033","73","7"
"160191","G37008100161034","370810161034","54","4"
"160192","G37008100162011","370810162011","43","3"
"160193","G37008100162012","370810162012","17","1"
"160194","G37008100162013","370810162013","24","2"
"160195","G37008100162031","370810162031","41","3"
"160196","G37008100162032","370810162032","46","4"
"160197","G37008100162033","370810162033","48","4"
"160198","G37008100162041","370810162041","34","2"
"160199","G37008100162051","370810162051","53","4"
"160200","G37008100162052","370810162052","43","3"
"160201","G37008100163031","370810163031","55","5"
"160202","G37008100163032","370810163032","65","6"
"160203","G37008100163041","370810163041","37","3"
"160204","G37008100163042","370810163042","46","4"
"160205","G37008100163051","370810163051","34","2"
"160206","G37008100163052","370810163052","41","3"
"160207","G37008100163061","370810163061","77","8"
"160208","G37008100163062","370810163062","64","6"
"160209","G37008100164051","370810164051","92","10"
"160210","G37008100164061","370810164061","60","5"
"160211","G37008100164062","370810164062","58","5"
"160212","G37008100164071","370810164071","51","4"
"160213","G37008100164072","370810164072","30","2"
"160214","G37008100164081","370810164081","37","3"
"160215","G37008100164091","370810164091","50","4"
"160216","G37008100164101","370810164101","67","6"
"160217","G37008100164102","370810164102","67","6"
"160218","G37008100165021","370810165021","40","3"
"160219","G37008100165022","370810165022","40","3"
"160220","G37008100165023","370810165023","40","3"
"160221","G37008100165024","370810165024","40","3"
"160222","G37008100165031","370810165031","PH","PH"
"160223","G37008100165032","370810165032","71","7"
"160224","G37008100165033","370810165033","69","6"
"160225","G37008100165051","370810165051","45","3"
"160226","G37008100165052","370810165052","46","4"
"160227","G37008100165053","370810165053","54","4"
"160228","G37008100165061","370810165061","34","2"
"160229","G37008100165062","370810165062","40","3"
"160230","G37008100165063","370810165063","49","4"
"160231","G37008100166001","370810166001","80","8"
"160232","G37008100167011","370810167011","69","6"
"160233","G37008100167012","370810167012","64","6"
"160234","G37008100167013","370810167013","80","8"
"160235","G37008100167021","370810167021","75","7"
"160236","G37008100167022","370810167022","75","7"
"160237","G37008100168001","370810168001","74","7"
"160238","G37008100168002","370810168002","70","7"
"160239","G37008100168003","370810168003","81","8"
"160240","G37008100168004","370810168004","54","4"
"160241","G37008100168005","370810168005","70","7"
"160242","G37008100169001","370810169001","52","4"
"160243","G37008100169002","370810169002","52","4"
"160244","G37008100169003","370810169003","56","5"
"160245","G37008100169004","370810169004","45","3"
"160246","G37008100170001","370810170001","58","5"
"160247","G37008100170002","370810170002","57","5"
"160248","G37008100170003","370810170003","59","5"
"160249","G37008100171011","370810171011","45","3"
"160250","G37008100171012","370810171012","42","3"
"160251","G37008100171013","370810171013","45","3"
"160252","G37008100171021","370810171021","53","4"
"160253","G37008100171022","370810171022","48","4"
"160254","G37008100172001","370810172001","49","4"
"160255","G37008100172002","370810172002","63","6"
"160256","G37008100172003","370810172003","49","4"
"160257","G37008109801001","370819801001","PH","PH"
"160258","G37008309301001","370839301001","94","10"
"160259","G37008309301002","370839301002","96","10"
"160260","G37008309301003","370839301003","98","10"
"160261","G37008309301004","370839301004","95","10"
"160262","G37008309302001","370839302001","79","8"
"160263","G37008309302002","370839302002","83","8"
"160264","G37008309302003","370839302003","68","6"
"160265","G37008309302004","370839302004","62","5"
"160266","G37008309302005","370839302005","59","5"
"160267","G37008309303001","370839303001","87","9"
"160268","G37008309303002","370839303002","86","9"
"160269","G37008309303003","370839303003","87","9"
"160270","G37008309303004","370839303004","87","9"
"160271","G37008309303005","370839303005","86","9"
"160272","G37008309304001","370839304001","94","10"
"160273","G37008309304002","370839304002","94","10"
"160274","G37008309304003","370839304003","94","10"
"160275","G37008309305011","370839305011","95","10"
"160276","G37008309305012","370839305012","96","10"
"160277","G37008309305013","370839305013","97","10"
"160278","G37008309305031","370839305031","65","6"
"160279","G37008309305032","370839305032","88","9"
"160280","G37008309305041","370839305041","95","10"
"160281","G37008309305042","370839305042","98","10"
"160282","G37008309306001","370839306001","92","10"
"160283","G37008309306002","370839306002","70","7"
"160284","G37008309306003","370839306003","58","5"
"160285","G37008309306004","370839306004","92","10"
"160286","G37008309307011","370839307011","95","10"
"160287","G37008309307021","370839307021","40","3"
"160288","G37008309307022","370839307022","45","3"
"160289","G37008309307023","370839307023","54","4"
"160290","G37008309308001","370839308001","98","10"
"160291","G37008309308002","370839308002","96","10"
"160292","G37008309308003","370839308003","97","10"
"160293","G37008309308004","370839308004","97","10"
"160294","G37008309309011","370839309011","91","10"
"160295","G37008309309012","370839309012","91","10"
"160296","G37008309309021","370839309021","82","8"
"160297","G37008309309022","370839309022","100","10"
"160298","G37008309309023","370839309023","99","10"
"160299","G37008309309024","370839309024","92","10"
"160300","G37008309310001","370839310001","94","10"
"160301","G37008309310002","370839310002","GQ","GQ"
"160302","G37008309310003","370839310003","92","10"
"160303","G37008309311011","370839311011","93","10"
"160304","G37008309311012","370839311012","97","10"
"160305","G37008309311021","370839311021","98","10"
"160306","G37008309311022","370839311022","98","10"
"160307","G37008309311023","370839311023","98","10"
"160308","G37008309311024","370839311024","98","10"
"160309","G37008500701001","370850701001","83","8"
"160310","G37008500701002","370850701002","86","9"
"160311","G37008500701003","370850701003","76","7"
"160312","G37008500702001","370850702001","84","9"
"160313","G37008500702002","370850702002","74","7"
"160314","G37008500702003","370850702003","96","10"
"160315","G37008500703001","370850703001","79","8"
"160316","G37008500703002","370850703002","81","8"
"160317","G37008500703003","370850703003","71","7"
"160318","G37008500703004","370850703004","72","7"
"160319","G37008500704011","370850704011","66","6"
"160320","G37008500704012","370850704012","63","6"
"160321","G37008500704021","370850704021","77","8"
"160322","G37008500704022","370850704022","67","6"
"160323","G37008500704023","370850704023","82","8"
"160324","G37008500704024","370850704024","66","6"
"160325","G37008500705001","370850705001","82","8"
"160326","G37008500705002","370850705002","81","8"
"160327","G37008500705003","370850705003","83","8"
"160328","G37008500705004","370850705004","83","8"
"160329","G37008500706001","370850706001","75","7"
"160330","G37008500706002","370850706002","84","9"
"160331","G37008500707001","370850707001","65","6"
"160332","G37008500707002","370850707002","77","8"
"160333","G37008500707003","370850707003","GQ","GQ"
"160334","G37008500708011","370850708011","55","5"
"160335","G37008500708021","370850708021","41","3"
"160336","G37008500708022","370850708022","67","6"
"160337","G37008500708023","370850708023","GQ","GQ"
"160338","G37008500709011","370850709011","69","6"
"160339","G37008500709021","370850709021","63","6"
"160340","G37008500709031","370850709031","61","5"
"160341","G37008500709041","370850709041","49","4"
"160342","G37008500709042","370850709042","58","5"
"160343","G37008500710021","370850710021","55","5"
"160344","G37008500710022","370850710022","47","4"
"160345","G37008500710031","370850710031","44","3"
"160346","G37008500710032","370850710032","41","3"
"160347","G37008500710033","370850710033","68","6"
"160348","G37008500710041","370850710041","49","4"
"160349","G37008500711011","370850711011","71","7"
"160350","G37008500711012","370850711012","71","7"
"160351","G37008500711021","370850711021","61","5"
"160352","G37008500711022","370850711022","69","6"
"160353","G37008500711023","370850711023","80","8"
"160354","G37008500712011","370850712011","67","6"
"160355","G37008500712021","370850712021","64","6"
"160356","G37008500712022","370850712022","90","9"
"160357","G37008500712031","370850712031","61","5"
"160358","G37008500712032","370850712032","51","4"
"160359","G37008500712041","370850712041","52","4"
"160360","G37008500712042","370850712042","38","3"
"160361","G37008500713011","370850713011","69","6"
"160362","G37008500713012","370850713012","51","4"
"160363","G37008500713013","370850713013","54","4"
"160364","G37008500713021","370850713021","66","6"
"160365","G37008500713022","370850713022","63","6"
"160366","G37008500713031","370850713031","36","2"
"160367","G37008500713032","370850713032","48","4"
"160368","G37008500713033","370850713033","40","3"
"160369","G37008500713034","370850713034","57","5"
"160370","G37008500714011","370850714011","64","6"
"160371","G37008500714012","370850714012","78","8"
"160372","G37008500714021","370850714021","62","5"
"160373","G37008500714022","370850714022","62","5"
"160374","G37008500714023","370850714023","62","5"
"160375","G37008500714024","370850714024","62","5"
"160376","G37008709201011","370879201011","58","5"
"160377","G37008709201012","370879201012","64","6"
"160378","G37008709201013","370879201013","59","5"
"160379","G37008709201014","370879201014","54","4"
"160380","G37008709201021","370879201021","53","4"
"160381","G37008709201022","370879201022","35","2"
"160382","G37008709201023","370879201023","44","3"
"160383","G37008709202011","370879202011","71","7"
"160384","G37008709202021","370879202021","49","4"
"160385","G37008709202022","370879202022","82","8"
"160386","G37008709202023","370879202023","92","10"
"160387","G37008709202024","370879202024","69","6"
"160388","G37008709203001","370879203001","61","5"
"160389","G37008709203002","370879203002","63","6"
"160390","G37008709203003","370879203003","63","6"
"160391","G37008709203004","370879203004","65","6"
"160392","G37008709204001","370879204001","79","8"
"160393","G37008709204002","370879204002","51","4"
"160394","G37008709205011","370879205011","47","4"
"160395","G37008709205021","370879205021","66","6"
"160396","G37008709205022","370879205022","68","6"
"160397","G37008709205023","370879205023","59","5"
"160398","G37008709205024","370879205024","55","5"
"160399","G37008709206011","370879206011","39","3"
"160400","G37008709206012","370879206012","66","6"
"160401","G37008709206021","370879206021","51","4"
"160402","G37008709206022","370879206022","56","5"
"160403","G37008709207011","370879207011","53","4"
"160404","G37008709207012","370879207012","55","5"
"160405","G37008709207021","370879207021","49","4"
"160406","G37008709207022","370879207022","38","3"
"160407","G37008709208001","370879208001","74","7"
"160408","G37008709208002","370879208002","51","4"
"160409","G37008709208003","370879208003","54","4"
"160410","G37008709209001","370879209001","79","8"
"160411","G37008709209002","370879209002","69","6"
"160412","G37008709210001","370879210001","52","4"
"160413","G37008709210002","370879210002","58","5"
"160414","G37008709210003","370879210003","62","5"
"160415","G37008709210004","370879210004","47","4"
"160416","G37008709211001","370879211001","57","5"
"160417","G37008709211002","370879211002","48","4"
"160418","G37008709211003","370879211003","67","6"
"160419","G37008709212011","370879212011","61","5"
"160420","G37008709212012","370879212012","64","6"
"160421","G37008709212021","370879212021","62","5"
"160422","G37008709212022","370879212022","64","6"
"160423","G37008709212023","370879212023","77","8"
"160424","G37008709213011","370879213011","57","5"
"160425","G37008709213012","370879213012","50","4"
"160426","G37008709213021","370879213021","78","8"
"160427","G37008709213022","370879213022","62","5"
"160428","G37008709213023","370879213023","77","8"
"160429","G37008709801001","370879801001","PH","PH"
"160430","G37008909301001","370899301001","56","5"
"160431","G37008909301002","370899301002","52","4"
"160432","G37008909301003","370899301003","55","5"
"160433","G37008909302011","370899302011","65","6"
"160434","G37008909302012","370899302012","67","6"
"160435","G37008909302021","370899302021","59","5"
"160436","G37008909302022","370899302022","59","5"
"160437","G37008909303011","370899303011","56","5"
"160438","G37008909303012","370899303012","55","5"
"160439","G37008909303021","370899303021","59","5"
"160440","G37008909303022","370899303022","82","8"
"160441","G37008909304011","370899304011","62","5"
"160442","G37008909304012","370899304012","63","6"
"160443","G37008909304021","370899304021","52","4"
"160444","G37008909304022","370899304022","95","10"
"160445","G37008909305011","370899305011","34","2"
"160446","G37008909305012","370899305012","35","2"
"160447","G37008909305013","370899305013","49","4"
"160448","G37008909305021","370899305021","46","4"
"160449","G37008909305022","370899305022","48","4"
"160450","G37008909305023","370899305023","42","3"
"160451","G37008909306001","370899306001","45","3"
"160452","G37008909306002","370899306002","56","5"
"160453","G37008909306003","370899306003","48","4"
"160454","G37008909306004","370899306004","40","3"
"160455","G37008909307011","370899307011","40","3"
"160456","G37008909307012","370899307012","35","2"
"160457","G37008909307013","370899307013","18","1"
"160458","G37008909307021","370899307021","41","3"
"160459","G37008909307022","370899307022","39","3"
"160460","G37008909307031","370899307031","44","3"
"160461","G37008909307032","370899307032","50","4"
"160462","G37008909307033","370899307033","51","4"
"160463","G37008909307034","370899307034","48","4"
"160464","G37008909308001","370899308001","39","3"
"160465","G37008909308002","370899308002","43","3"
"160466","G37008909308003","370899308003","43","3"
"160467","G37008909309001","370899309001","51","4"
"160468","G37008909309002","370899309002","51","4"
"160469","G37008909310001","370899310001","68","6"
"160470","G37008909310002","370899310002","65","6"
"160471","G37008909310003","370899310003","68","6"
"160472","G37008909311001","370899311001","62","5"
"160473","G37008909311002","370899311002","63","6"
"160474","G37008909312001","370899312001","49","4"
"160475","G37008909312002","370899312002","49","4"
"160476","G37008909313001","370899313001","72","7"
"160477","G37008909313002","370899313002","71","7"
"160478","G37008909313003","370899313003","60","5"
"160479","G37008909313004","370899313004","60","5"
"160480","G37008909314011","370899314011","74","7"
"160481","G37008909314012","370899314012","76","7"
"160482","G37008909314021","370899314021","56","5"
"160483","G37008909314022","370899314022","49","4"
"160484","G37008909315001","370899315001","45","3"
"160485","G37008909315002","370899315002","13","1"
"160486","G37008909315003","370899315003","24","2"
"160487","G37008909316001","370899316001","61","5"
"160488","G37008909316002","370899316002","48","4"
"160489","G37008909316003","370899316003","48","4"
"160490","G37008909316004","370899316004","44","3"
"160491","G37008909317001","370899317001","45","3"
"160492","G37008909317002","370899317002","22","1"
"160493","G37008909318011","370899318011","29","2"
"160494","G37008909318012","370899318012","38","3"
"160495","G37008909318021","370899318021","39","3"
"160496","G37008909318022","370899318022","35","2"
"160497","G37008909319011","370899319011","33","2"
"160498","G37008909319012","370899319012","15","1"
"160499","G37008909319013","370899319013","65","6"
"160500","G37008909319021","370899319021","43","3"
"160501","G37008909319022","370899319022","33","2"
"160502","G37008909320001","370899320001","45","3"
"160503","G37008909320002","370899320002","25","2"
"160504","G37008909320003","370899320003","32","2"
"160505","G37008909801001","370899801001","PH","PH"
"160506","G37009109501011","370919501011","GQ","GQ"
"160507","G37009109501012","370919501012","89","9"
"160508","G37009109501021","370919501021","95","10"
"160509","G37009109501022","370919501022","96","10"
"160510","G37009109501023","370919501023","97","10"
"160511","G37009109501024","370919501024","95","10"
"160512","G37009109502011","370919502011","90","9"
"160513","G37009109502012","370919502012","87","9"
"160514","G37009109502021","370919502021","91","10"
"160515","G37009109502022","370919502022","88","9"
"160516","G37009109503001","370919503001","91","10"
"160517","G37009109503002","370919503002","85","9"
"160518","G37009109504011","370919504011","67","6"
"160519","G37009109504012","370919504012","78","8"
"160520","G37009109504013","370919504013","95","10"
"160521","G37009109504021","370919504021","87","9"
"160522","G37009109504022","370919504022","94","10"
"160523","G37009109504023","370919504023","92","10"
"160524","G37009109504024","370919504024","92","10"
"160525","G37009109800001","370919800001","GQ-PH","GQ-PH"
"160526","G37009309701041","370939701041","60","5"
"160527","G37009309701042","370939701042","45","3"
"160528","G37009309701043","370939701043","95","10"
"160529","G37009309701051","370939701051","46","4"
"160530","G37009309701052","370939701052","72","7"
"160531","G37009309701061","370939701061","49","4"
"160532","G37009309701062","370939701062","71","7"
"160533","G37009309701063","370939701063","57","5"
"160534","G37009309701071","370939701071","72","7"
"160535","G37009309701072","370939701072","51","4"
"160536","G37009309701073","370939701073","65","6"
"160537","G37009309701074","370939701074","55","5"
"160538","G37009309701081","370939701081","71","7"
"160539","G37009309701082","370939701082","70","7"
"160540","G37009309701083","370939701083","70","7"
"160541","G37009309701091","370939701091","71","7"
"160542","G37009309701092","370939701092","69","6"
"160543","G37009309702011","370939702011","76","7"
"160544","G37009309702012","370939702012","58","5"
"160545","G37009309702013","370939702013","77","8"
"160546","G37009309702014","370939702014","49","4"
"160547","G37009309702021","370939702021","72","7"
"160548","G37009309702022","370939702022","96","10"
"160549","G37009309703001","370939703001","88","9"
"160550","G37009309703002","370939703002","87","9"
"160551","G37009309703003","370939703003","74","7"
"160552","G37009309703004","370939703004","87","9"
"160553","G37009309703005","370939703005","79","8"
"160554","G37009309704011","370939704011","90","9"
"160555","G37009309704012","370939704012","91","10"
"160556","G37009309704021","370939704021","97","10"
"160557","G37009309704022","370939704022","95","10"
"160558","G37009309704023","370939704023","93","10"
"160559","G37009309801001","370939801001","PH","PH"
"160560","G37009509201011","370959201011","92","10"
"160561","G37009509201012","370959201012","76","7"
"160562","G37009509201013","370959201013","33","2"
"160563","G37009509201021","370959201021","90","9"
"160564","G37009509201022","370959201022","GQ","GQ"
"160565","G37009509201023","370959201023","91","10"
"160566","G37009509901000","370959901000","PH","PH"
"160567","G37009509902000","370959902000","PH","PH"
"160568","G37009700601001","370970601001","71","7"
"160569","G37009700601002","370970601002","65","6"
"160570","G37009700601003","370970601003","62","5"
"160571","G37009700601004","370970601004","69","6"
"160572","G37009700602001","370970602001","81","8"
"160573","G37009700602002","370970602002","86","9"
"160574","G37009700603001","370970603001","96","10"
"160575","G37009700603002","370970603002","95","10"
"160576","G37009700603003","370970603003","86","9"
"160577","G37009700604001","370970604001","79","8"
"160578","G37009700604002","370970604002","79","8"
"160579","G37009700604003","370970604003","87","9"
"160580","G37009700604004","370970604004","93","10"
"160581","G37009700605001","370970605001","58","5"
"160582","G37009700605002","370970605002","73","7"
"160583","G37009700605003","370970605003","65","6"
"160584","G37009700606011","370970606011","72","7"
"160585","G37009700606012","370970606012","73","7"
"160586","G37009700606013","370970606013","70","7"
"160587","G37009700606021","370970606021","51","4"
"160588","G37009700606022","370970606022","34","2"
"160589","G37009700606031","370970606031","82","8"
"160590","G37009700606032","370970606032","74","7"
"160591","G37009700607011","370970607011","69","6"
"160592","G37009700607012","370970607012","80","8"
"160593","G37009700607021","370970607021","87","9"
"160594","G37009700607022","370970607022","59","5"
"160595","G37009700607031","370970607031","66","6"
"160596","G37009700607032","370970607032","46","4"
"160597","G37009700608011","370970608011","81","8"
"160598","G37009700608012","370970608012","83","8"
"160599","G37009700608013","370970608013","81","8"
"160600","G37009700608021","370970608021","78","8"
"160601","G37009700608022","370970608022","75","7"
"160602","G37009700609011","370970609011","90","9"
"160603","G37009700609012","370970609012","77","8"
"160604","G37009700609013","370970609013","57","5"
"160605","G37009700609014","370970609014","55","5"
"160606","G37009700609021","370970609021","65","6"
"160607","G37009700609022","370970609022","59","5"
"160608","G37009700609023","370970609023","69","6"
