"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"204714","G48011300126011","481130126011","64","6"
"204715","G48011300126012","481130126012","54","5"
"204716","G48011300126013","481130126013","48","4"
"204717","G48011300126031","481130126031","49","4"
"204718","G48011300126041","481130126041","58","5"
"204719","G48011300126042","481130126042","50","4"
"204720","G48011300126043","481130126043","47","4"
"204721","G48011300126044","481130126044","51","4"
"204722","G48011300127011","481130127011","76","7"
"204723","G48011300127012","481130127012","78","8"
"204724","G48011300127013","481130127013","71","7"
"204725","G48011300127021","481130127021","65","6"
"204726","G48011300127022","481130127022","63","6"
"204727","G48011300128011","481130128011","26","2"
"204728","G48011300128012","481130128012","59","5"
"204729","G48011300128021","481130128021","18","1"
"204730","G48011300128022","481130128022","37","3"
"204731","G48011300128023","481130128023","79","8"
"204732","G48011300129001","481130129001","23","2"
"204733","G48011300129002","481130129002","17","1"
"204734","G48011300129003","481130129003","21","1"
"204735","G48011300129004","481130129004","28","2"
"204736","G48011300130051","481130130051","24","2"
"204737","G48011300130052","481130130052","23","2"
"204738","G48011300130053","481130130053","24","2"
"204739","G48011300130071","481130130071","42","3"
"204740","G48011300130072","481130130072","38","3"
"204741","G48011300130081","481130130081","12","1"
"204742","G48011300130082","481130130082","14","1"
"204743","G48011300130091","481130130091","30","2"
"204744","G48011300130092","481130130092","19","1"
"204745","G48011300130093","481130130093","18","1"
"204746","G48011300130101","481130130101","55","5"
"204747","G48011300130102","481130130102","58","5"
"204748","G48011300130103","481130130103","57","5"
"204749","G48011300130111","481130130111","39","3"
"204750","G48011300130112","481130130112","39","3"
"204751","G48011300130113","481130130113","38","3"
"204752","G48011300130121","481130130121","14","1"
"204753","G48011300130122","481130130122","23","2"
"204754","G48011300130131","481130130131","12","1"
"204755","G48011300130132","481130130132","9","1"
"204756","G48011300131011","481130131011","7","1"
"204757","G48011300131012","481130131012","6","1"
"204758","G48011300131021","481130131021","8","1"
"204759","G48011300131041","481130131041","42","3"
"204760","G48011300131061","481130131061","53","4"
"204761","G48011300131071","481130131071","78","8"
"204762","G48011300131072","481130131072","77","7"
"204763","G48011300131073","481130131073","76","7"
"204764","G48011300131074","481130131074","76","7"
"204765","G48011300132011","481130132011","5","1"
"204766","G48011300132012","481130132012","7","1"
"204767","G48011300132021","481130132021","10","1"
"204768","G48011300132022","481130132022","10","1"
"204769","G48011300132023","481130132023","11","1"
"204770","G48011300132024","481130132024","9","1"
"204771","G48011300133001","481130133001","2","1"
"204772","G48011300133002","481130133002","2","1"
"204773","G48011300134001","481130134001","3","1"
"204774","G48011300135001","481130135001","3","1"
"204775","G48011300135002","481130135002","4","1"
"204776","G48011300136051","481130136051","19","1"
"204777","G48011300136052","481130136052","16","1"
"204778","G48011300136053","481130136053","20","1"
"204779","G48011300136054","481130136054","22","1"
"204780","G48011300136061","481130136061","17","1"
"204781","G48011300136062","481130136062","26","2"
"204782","G48011300136063","481130136063","28","2"
"204783","G48011300136071","481130136071","16","1"
"204784","G48011300136072","481130136072","13","1"
"204785","G48011300136081","481130136081","5","1"
"204786","G48011300136082","481130136082","6","1"
"204787","G48011300136091","481130136091","22","1"
"204788","G48011300136092","481130136092","10","1"
"204789","G48011300136101","481130136101","46","4"
"204790","G48011300136102","481130136102","9","1"
"204791","G48011300136103","481130136103","39","3"
"204792","G48011300136111","481130136111","5","1"
"204793","G48011300136112","481130136112","7","1"
"204794","G48011300136151","481130136151","65","6"
"204795","G48011300136152","481130136152","65","6"
"204796","G48011300136153","481130136153","65","6"
"204797","G48011300136154","481130136154","65","6"
"204798","G48011300136171","481130136171","29","2"
"204799","G48011300136172","481130136172","11","1"
"204800","G48011300136181","481130136181","20","1"
"204801","G48011300136182","481130136182","11","1"
"204802","G48011300136191","481130136191","18","1"
"204803","G48011300136192","481130136192","14","1"
"204804","G48011300136193","481130136193","9","1"
"204805","G48011300136201","481130136201","63","6"
"204806","G48011300136202","481130136202","59","5"
"204807","G48011300136203","481130136203","63","6"
"204808","G48011300136204","481130136204","61","5"
"204809","G48011300136211","481130136211","72","7"
"204810","G48011300136212","481130136212","72","7"
"204811","G48011300136213","481130136213","73","7"
"204812","G48011300136221","481130136221","52","4"
"204813","G48011300136222","481130136222","62","6"
"204814","G48011300136241","481130136241","64","6"
"204815","G48011300136242","481130136242","56","5"
"204816","G48011300136243","481130136243","60","5"
"204817","G48011300136251","481130136251","54","5"
"204818","G48011300136252","481130136252","54","5"
"204819","G48011300136261","481130136261","51","4"
"204820","G48011300136262","481130136262","51","4"
"204821","G48011300136271","481130136271","55","5"
"204822","G48011300136281","481130136281","26","2"
"204823","G48011300136282","481130136282","26","2"
"204824","G48011300136283","481130136283","26","2"
"204825","G48011300136284","481130136284","26","2"
"204826","G48011300136285","481130136285","27","2"
"204827","G48011300136291","481130136291","74","7"
"204828","G48011300136292","481130136292","77","7"
"204829","G48011300136301","481130136301","62","6"
"204830","G48011300136302","481130136302","62","6"
"204831","G48011300136311","481130136311","56","5"
"204832","G48011300137151","481130137151","51","4"
"204833","G48011300137161","481130137161","56","5"
"204834","G48011300137162","481130137162","51","4"
"204835","G48011300137163","481130137163","34","2"
"204836","G48011300137171","481130137171","51","4"
"204837","G48011300137172","481130137172","59","5"
"204838","G48011300137181","481130137181","45","4"
"204839","G48011300137182","481130137182","59","5"
"204840","G48011300137183","481130137183","57","5"
"204841","G48011300137191","481130137191","47","4"
"204842","G48011300137192","481130137192","40","3"
"204843","G48011300137201","481130137201","48","4"
"204844","G48011300137202","481130137202","43","3"
"204845","G48011300137203","481130137203","46","4"
"204846","G48011300137211","481130137211","36","3"
"204847","G48011300137212","481130137212","33","2"
"204848","G48011300137213","481130137213","31","2"
"204849","G48011300137221","481130137221","63","6"
"204850","G48011300137222","481130137222","45","4"
"204851","G48011300137251","481130137251","37","3"
"204852","G48011300137252","481130137252","37","3"
"204853","G48011300137253","481130137253","37","3"
"204854","G48011300137261","481130137261","26","2"
"204855","G48011300137262","481130137262","31","2"
"204856","G48011300137271","481130137271","27","2"
"204857","G48011300137272","481130137272","30","2"
"204858","G48011300137273","481130137273","33","2"
"204859","G48011300137281","481130137281","55","5"
"204860","G48011300137282","481130137282","56","5"
"204861","G48011300137283","481130137283","60","5"
"204862","G48011300137291","481130137291","58","5"
"204863","G48011300137292","481130137292","61","5"
"204864","G48011300137293","481130137293","59","5"
"204865","G48011300137294","481130137294","61","5"
"204866","G48011300138041","481130138041","30","2"
"204867","G48011300138042","481130138042","46","4"
"204868","G48011300138051","481130138051","48","4"
"204869","G48011300138052","481130138052","57","5"
"204870","G48011300138061","481130138061","20","1"
"204871","G48011300138062","481130138062","20","1"
"204872","G48011300138071","481130138071","23","2"
"204873","G48011300138072","481130138072","41","3"
"204874","G48011300138081","481130138081","75","7"
"204875","G48011300138082","481130138082","23","2"
"204876","G48011300138083","481130138083","23","2"
"204877","G48011300139011","481130139011","60","5"
"204878","G48011300139012","481130139012","55","5"
"204879","G48011300139021","481130139021","41","3"
"204880","G48011300139022","481130139022","37","3"
"204881","G48011300139023","481130139023","48","4"
"204882","G48011300140011","481130140011","52","4"
"204883","G48011300140012","481130140012","32","2"
"204884","G48011300140021","481130140021","17","1"
"204885","G48011300141191","481130141191","31","2"
"204886","G48011300141192","481130141192","29","2"
"204887","G48011300141193","481130141193","11","1"
"204888","G48011300141201","481130141201","13","1"
"204889","G48011300141202","481130141202","34","2"
"204890","G48011300141203","481130141203","17","1"
"204891","G48011300141211","481130141211","25","2"
"204892","G48011300141212","481130141212","29","2"
"204893","G48011300141213","481130141213","25","2"
"204894","G48011300141214","481130141214","24","2"
"204895","G48011300141231","481130141231","11","1"
"204896","G48011300141232","481130141232","21","1"
"204897","G48011300141233","481130141233","18","1"
"204898","G48011300141241","481130141241","12","1"
"204899","G48011300141242","481130141242","PH","PH"
"204900","G48011300141243","481130141243","12","1"
"204901","G48011300141261","481130141261","16","1"
"204902","G48011300141262","481130141262","19","1"
"204903","G48011300141263","481130141263","PH","PH"
"204904","G48011300141264","481130141264","22","1"
"204905","G48011300141281","481130141281","30","2"
"204906","G48011300141282","481130141282","28","2"
"204907","G48011300141301","481130141301","28","2"
"204908","G48011300141302","481130141302","27","2"
"204909","G48011300141303","481130141303","10","1"
"204910","G48011300141321","481130141321","26","2"
"204911","G48011300141322","481130141322","33","2"
"204912","G48011300141341","481130141341","20","1"
"204913","G48011300141342","481130141342","21","1"
"204914","G48011300141351","481130141351","11","1"
"204915","G48011300141352","481130141352","25","2"
"204916","G48011300141353","481130141353","24","2"
"204917","G48011300141381","481130141381","10","1"
"204918","G48011300141382","481130141382","35","3"
"204919","G48011300141383","481130141383","16","1"
"204920","G48011300141391","481130141391","41","3"
"204921","G48011300141392","481130141392","41","3"
"204922","G48011300141401","481130141401","47","4"
"204923","G48011300141411","481130141411","44","3"
"204924","G48011300141412","481130141412","44","3"
"204925","G48011300141421","481130141421","57","5"
"204926","G48011300141422","481130141422","42","3"
"204927","G48011300141431","481130141431","17","1"
"204928","G48011300141441","481130141441","6","1"
"204929","G48011300141442","481130141442","6","1"
"204930","G48011300141443","481130141443","6","1"
"204931","G48011300141451","481130141451","87","9"
"204932","G48011300141461","481130141461","45","4"
"204933","G48011300141471","481130141471","55","5"
"204934","G48011300141472","481130141472","55","5"
"204935","G48011300141481","481130141481","34","2"
"204936","G48011300141482","481130141482","32","2"
"204937","G48011300141491","481130141491","17","1"
"204938","G48011300141492","481130141492","18","1"
"204939","G48011300141501","481130141501","16","1"
"204940","G48011300141511","481130141511","7","1"
"204941","G48011300141512","481130141512","10","1"
"204942","G48011300141521","481130141521","49","4"
"204943","G48011300141522","481130141522","49","4"
"204944","G48011300141531","481130141531","60","5"
"204945","G48011300141532","481130141532","65","6"
"204946","G48011300141533","481130141533","50","4"
"204947","G48011300141541","481130141541","51","4"
"204948","G48011300141542","481130141542","56","5"
"204949","G48011300141551","481130141551","20","1"
"204950","G48011300141552","481130141552","21","1"
"204951","G48011300141553","481130141553","18","1"
"204952","G48011300141554","481130141554","14","1"
"204953","G48011300141555","481130141555","12","1"
"204954","G48011300141561","481130141561","16","1"
"204955","G48011300141562","481130141562","14","1"
"204956","G48011300141571","481130141571","44","3"
"204957","G48011300141572","481130141572","37","3"
"204958","G48011300141581","481130141581","53","4"
"204959","G48011300141582","481130141582","53","4"
"204960","G48011300141591","481130141591","10","1"
"204961","G48011300141592","481130141592","10","1"
"204962","G48011300141601","481130141601","31","2"
"204963","G48011300141611","481130141611","56","5"
"204964","G48011300141612","481130141612","55","5"
"204965","G48011300142031","481130142031","78","8"
"204966","G48011300142032","481130142032","32","2"
"204967","G48011300142041","481130142041","38","3"
"204968","G48011300142051","481130142051","13","1"
"204969","G48011300142071","481130142071","47","4"
"204970","G48011300142081","481130142081","30","2"
"204971","G48011300142082","481130142082","54","5"
"204972","G48011300142091","481130142091","42","3"
"204973","G48011300143061","481130143061","64","6"
"204974","G48011300143062","481130143062","59","5"
"204975","G48011300143063","481130143063","63","6"
"204976","G48011300143064","481130143064","66","6"
"204977","G48011300143081","481130143081","39","3"
"204978","G48011300143082","481130143082","71","7"
"204979","G48011300143091","481130143091","74","7"
"204980","G48011300143092","481130143092","73","7"
"204981","G48011300143093","481130143093","73","7"
"204982","G48011300143101","481130143101","48","4"
"204983","G48011300143102","481130143102","51","4"
"204984","G48011300143103","481130143103","65","6"
"204985","G48011300143131","481130143131","8","1"
"204986","G48011300143132","481130143132","9","1"
"204987","G48011300143141","481130143141","13","1"
"204988","G48011300143142","481130143142","7","1"
"204989","G48011300143151","481130143151","56","5"
"204990","G48011300143152","481130143152","55","5"
"204991","G48011300143161","481130143161","52","4"
"204992","G48011300143162","481130143162","70","7"
"204993","G48011300143163","481130143163","60","5"
"204994","G48011300143171","481130143171","64","6"
"204995","G48011300143181","481130143181","32","2"
"204996","G48011300143182","481130143182","56","5"
"204997","G48011300143183","481130143183","44","3"
"204998","G48011300143191","481130143191","44","3"
"204999","G48011300143192","481130143192","53","4"
"205000","G48011300143201","481130143201","40","3"
"205001","G48011300143202","481130143202","37","3"
"205002","G48011300144051","481130144051","70","7"
"205003","G48011300144052","481130144052","77","7"
"205004","G48011300144061","481130144061","55","5"
"205005","G48011300144062","481130144062","60","5"
"205006","G48011300144071","481130144071","70","7"
"205007","G48011300144072","481130144072","70","7"
"205008","G48011300144073","481130144073","71","7"
"205009","G48011300144081","481130144081","54","5"
"205010","G48011300144082","481130144082","53","4"
"205011","G48011300144083","481130144083","56","5"
"205012","G48011300144091","481130144091","80","8"
"205013","G48011300144101","481130144101","35","3"
"205014","G48011300144102","481130144102","35","3"
"205015","G48011300145011","481130145011","55","5"
"205016","G48011300145012","481130145012","60","5"
"205017","G48011300145013","481130145013","42","3"
"205018","G48011300145021","481130145021","40","3"
"205019","G48011300145022","481130145022","58","5"
"205020","G48011300145023","481130145023","51","4"
"205021","G48011300146011","481130146011","54","5"
"205022","G48011300146021","481130146021","61","5"
"205023","G48011300146022","481130146022","77","7"
"205024","G48011300146023","481130146023","69","6"
"205025","G48011300146031","481130146031","71","7"
"205026","G48011300147011","481130147011","84","8"
"205027","G48011300147012","481130147012","76","7"
"205028","G48011300147013","481130147013","59","5"
"205029","G48011300147041","481130147041","53","4"
"205030","G48011300147042","481130147042","50","4"
"205031","G48011300147043","481130147043","54","5"
"205032","G48011300149031","481130149031","64","6"
"205033","G48011300149032","481130149032","68","6"
"205034","G48011300150011","481130150011","69","6"
"205035","G48011300150012","481130150012","69","6"
"205036","G48011300150021","481130150021","69","6"
"205037","G48011300150022","481130150022","57","5"
"205038","G48011300151011","481130151011","65","6"
"205039","G48011300151012","481130151012","61","5"
"205040","G48011300151021","481130151021","64","6"
"205041","G48011300152021","481130152021","55","5"
"205042","G48011300152022","481130152022","61","5"
"205043","G48011300152051","481130152051","63","6"
"205044","G48011300152052","481130152052","63","6"
"205045","G48011300152061","481130152061","61","5"
"205046","G48011300152062","481130152062","63","6"
"205047","G48011300152071","481130152071","57","5"
"205048","G48011300152072","481130152072","59","5"
"205049","G48011300152081","481130152081","64","6"
"205050","G48011300152082","481130152082","56","5"
"205051","G48011300153031","481130153031","99","10"
"205052","G48011300153041","481130153041","87","9"
"205053","G48011300153042","481130153042","87","9"
"205054","G48011300153051","481130153051","55","5"
"205055","G48011300153052","481130153052","61","5"
"205056","G48011300153053","481130153053","57","5"
"205057","G48011300153061","481130153061","34","2"
"205058","G48011300153062","481130153062","54","5"
"205059","G48011300153063","481130153063","56","5"
"205060","G48011300154031","481130154031","73","7"
"205061","G48011300154032","481130154032","57","5"
"205062","G48011300154041","481130154041","83","8"
"205063","G48011300154042","481130154042","78","8"
"205064","G48011300154051","481130154051","48","4"
"205065","G48011300154052","481130154052","54","5"
"205066","G48011300154061","481130154061","49","4"
"205067","G48011300154062","481130154062","50","4"
"205068","G48011300154063","481130154063","44","3"
"205069","G48011300155001","481130155001","73","7"
"205070","G48011300155002","481130155002","56","5"
"205071","G48011300156001","481130156001","81","8"
"205072","G48011300156002","481130156002","73","7"
"205073","G48011300156003","481130156003","75","7"
"205074","G48011300157001","481130157001","73","7"
"205075","G48011300157002","481130157002","71","7"
"205076","G48011300159001","481130159001","95","10"
"205077","G48011300159002","481130159002","PH","PH"
"205078","G48011300159003","481130159003","49","4"
"205079","G48011300160011","481130160011","82","8"
"205080","G48011300160012","481130160012","80","8"
"205081","G48011300160013","481130160013","79","8"
"205082","G48011300160021","481130160021","91","9"
"205083","G48011300160022","481130160022","59","5"
"205084","G48011300161001","481130161001","70","7"
"205085","G48011300161002","481130161002","PH","PH"
"205086","G48011300161003","481130161003","71","7"
"205087","G48011300161004","481130161004","72","7"
"205088","G48011300161005","481130161005","PH","PH"
"205089","G48011300162011","481130162011","57","5"
"205090","G48011300162012","481130162012","63","6"
"205091","G48011300162031","481130162031","58","5"
"205092","G48011300162032","481130162032","57","5"
"205093","G48011300162041","481130162041","55","5"
"205094","G48011300162042","481130162042","61","5"
"205095","G48011300162043","481130162043","85","8"
"205096","G48011300163011","481130163011","68","6"
"205097","G48011300163012","481130163012","57","5"
"205098","G48011300163013","481130163013","64","6"
"205099","G48011300163021","481130163021","81","8"
"205100","G48011300164061","481130164061","61","5"
"205101","G48011300164062","481130164062","79","8"
"205102","G48011300164063","481130164063","78","8"
"205103","G48011300164071","481130164071","63","6"
"205104","G48011300164072","481130164072","64","6"
"205105","G48011300164073","481130164073","65","6"
"205106","G48011300164074","481130164074","72","7"
"205107","G48011300164091","481130164091","37","3"
"205108","G48011300164092","481130164092","36","3"
"205109","G48011300164101","481130164101","59","5"
"205110","G48011300164102","481130164102","38","3"
"205111","G48011300164103","481130164103","43","3"
"205112","G48011300164121","481130164121","25","2"
"205113","G48011300164122","481130164122","44","3"
"205114","G48011300164141","481130164141","53","4"
"205115","G48011300164151","481130164151","35","3"
"205116","G48011300164152","481130164152","37","3"
"205117","G48011300164161","481130164161","46","4"
"205118","G48011300164171","481130164171","47","4"
"205119","G48011300164172","481130164172","36","3"
"205120","G48011300164173","481130164173","49","4"
"205121","G48011300164181","481130164181","47","4"
"205122","G48011300164182","481130164182","52","4"
"205123","G48011300164191","481130164191","56","5"
"205124","G48011300164192","481130164192","42","3"
"205125","G48011300164201","481130164201","62","6"
"205126","G48011300164202","481130164202","57","5"
"205127","G48011300164211","481130164211","75","7"
"205128","G48011300164212","481130164212","73","7"
"205129","G48011300165111","481130165111","57","5"
"205130","G48011300165112","481130165112","69","6"
"205131","G48011300165131","481130165131","31","2"
"205132","G48011300165132","481130165132","31","2"
"205133","G48011300165133","481130165133","30","2"
"205134","G48011300165134","481130165134","31","2"
"205135","G48011300165161","481130165161","87","9"
"205136","G48011300165162","481130165162","56","5"
"205137","G48011300165163","481130165163","71","7"
"205138","G48011300165171","481130165171","66","6"
"205139","G48011300165172","481130165172","65","6"
"205140","G48011300165173","481130165173","68","6"
"205141","G48011300165181","481130165181","62","6"
"205142","G48011300165182","481130165182","69","6"
"205143","G48011300165183","481130165183","69","6"
"205144","G48011300165191","481130165191","46","4"
"205145","G48011300165192","481130165192","44","3"
"205146","G48011300165211","481130165211","80","8"
"205147","G48011300165212","481130165212","GQ","GQ"
"205148","G48011300165221","481130165221","64","6"
"205149","G48011300165222","481130165222","45","4"
"205150","G48011300165241","481130165241","25","2"
"205151","G48011300165242","481130165242","36","3"
"205152","G48011300165251","481130165251","15","1"
"205153","G48011300165261","481130165261","69","6"
"205154","G48011300165262","481130165262","68","6"
"205155","G48011300165271","481130165271","41","3"
"205156","G48011300165272","481130165272","42","3"
"205157","G48011300165273","481130165273","38","3"
"205158","G48011300165281","481130165281","43","3"
"205159","G48011300165282","481130165282","53","4"
"205160","G48011300165283","481130165283","51","4"
"205161","G48011300165291","481130165291","38","3"
"205162","G48011300165292","481130165292","52","4"
"205163","G48011300165301","481130165301","54","5"
"205164","G48011300165302","481130165302","59","5"
"205165","G48011300165311","481130165311","66","6"
"205166","G48011300165312","481130165312","51","4"
"205167","G48011300165321","481130165321","59","5"
"205168","G48011300165322","481130165322","49","4"
"205169","G48011300165331","481130165331","PH","PH"
"205170","G48011300165332","481130165332","58","5"
"205171","G48011300165333","481130165333","58","5"
"205172","G48011300165341","481130165341","58","5"
"205173","G48011300165342","481130165342","54","5"
"205174","G48011300165351","481130165351","57","5"
"205175","G48011300165352","481130165352","61","5"
"205176","G48011300165361","481130165361","73","7"
"205177","G48011300165362","481130165362","72","7"
"205178","G48011300166071","481130166071","62","6"
"205179","G48011300166072","481130166072","62","6"
"205180","G48011300166073","481130166073","62","6"
"205181","G48011300166101","481130166101","60","5"
"205182","G48011300166102","481130166102","66","6"
"205183","G48011300166103","481130166103","66","6"
"205184","G48011300166151","481130166151","61","5"
"205185","G48011300166152","481130166152","63","6"
"205186","G48011300166161","481130166161","51","4"
"205187","G48011300166162","481130166162","47","4"
"205188","G48011300166163","481130166163","59","5"
"205189","G48011300166171","481130166171","32","2"
"205190","G48011300166172","481130166172","27","2"
"205191","G48011300166181","481130166181","55","5"
"205192","G48011300166182","481130166182","52","4"
"205193","G48011300166183","481130166183","49","4"
"205194","G48011300166191","481130166191","60","5"
"205195","G48011300166192","481130166192","80","8"
"205196","G48011300166201","481130166201","53","4"
"205197","G48011300166202","481130166202","53","4"
"205198","G48011300166203","481130166203","50","4"
"205199","G48011300166211","481130166211","64","6"
"205200","G48011300166212","481130166212","76","7"
"205201","G48011300166213","481130166213","78","8"
"205202","G48011300166214","481130166214","56","5"
"205203","G48011300166221","481130166221","67","6"
"205204","G48011300166222","481130166222","50","4"
"205205","G48011300166223","481130166223","60","5"
"205206","G48011300166231","481130166231","32","2"
"205207","G48011300166232","481130166232","55","5"
"205208","G48011300166233","481130166233","50","4"
"205209","G48011300166241","481130166241","50","4"
"205210","G48011300166242","481130166242","51","4"
"205211","G48011300166261","481130166261","70","7"
"205212","G48011300166262","481130166262","64","6"
"205213","G48011300166263","481130166263","55","5"
"205214","G48011300166271","481130166271","PH","PH"
"205215","G48011300166272","481130166272","55","5"
"205216","G48011300166281","481130166281","52","4"
"205217","G48011300166282","481130166282","53","4"
"205218","G48011300166291","481130166291","56","5"
"205219","G48011300166292","481130166292","49","4"
"205220","G48011300166301","481130166301","41","3"
"205221","G48011300166302","481130166302","41","3"
"205222","G48011300166303","481130166303","42","3"
"205223","G48011300166304","481130166304","41","3"
"205224","G48011300166311","481130166311","33","2"
"205225","G48011300166312","481130166312","38","3"
"205226","G48011300166321","481130166321","60","5"
"205227","G48011300166322","481130166322","46","4"
"205228","G48011300166331","481130166331","32","2"
"205229","G48011300166332","481130166332","39","3"
"205230","G48011300166333","481130166333","47","4"
"205231","G48011300166341","481130166341","60","5"
"205232","G48011300166342","481130166342","59","5"
"205233","G48011300166351","481130166351","64","6"
"205234","G48011300166352","481130166352","64","6"
"205235","G48011300166353","481130166353","64","6"
"205236","G48011300166361","481130166361","60","5"
"205237","G48011300166362","481130166362","58","5"
"205238","G48011300166371","481130166371","54","5"
"205239","G48011300166381","481130166381","43","3"
"205240","G48011300167041","481130167041","71","7"
"205241","G48011300167042","481130167042","71","7"
"205242","G48011300167061","481130167061","70","7"
"205243","G48011300167062","481130167062","69","6"
"205244","G48011300167071","481130167071","49","4"
"205245","G48011300167072","481130167072","71","7"
"205246","G48011300167073","481130167073","49","4"
"205247","G48011300167081","481130167081","47","4"
"205248","G48011300167082","481130167082","51","4"
"205249","G48011300167083","481130167083","47","4"
"205250","G48011300167091","481130167091","75","7"
"205251","G48011300167092","481130167092","80","8"
"205252","G48011300167101","481130167101","73","7"
"205253","G48011300167102","481130167102","80","8"
"205254","G48011300167111","481130167111","74","7"
"205255","G48011300168021","481130168021","50","4"
"205256","G48011300168022","481130168022","49","4"
"205257","G48011300168023","481130168023","43","3"
"205258","G48011300168031","481130168031","70","7"
"205259","G48011300168032","481130168032","69","6"
"205260","G48011300168033","481130168033","71","7"
"205261","G48011300168051","481130168051","50","4"
"205262","G48011300168052","481130168052","54","5"
"205263","G48011300168061","481130168061","58","5"
"205264","G48011300168062","481130168062","60","5"
"205265","G48011300169021","481130169021","95","10"
"205266","G48011300169022","481130169022","GQ-PH","GQ-PH"
"205267","G48011300169023","481130169023","84","8"
"205268","G48011300169031","481130169031","77","7"
"205269","G48011300169032","481130169032","95","10"
"205270","G48011300169033","481130169033","81","8"
"205271","G48011300170051","481130170051","99","10"
"205272","G48011300170052","481130170052","64","6"
"205273","G48011300170061","481130170061","72","7"
"205274","G48011300170062","481130170062","GQ","GQ"
"205275","G48011300170071","481130170071","75","7"
"205276","G48011300170072","481130170072","72","7"
"205277","G48011300170081","481130170081","51","4"
"205278","G48011300170082","481130170082","57","5"
"205279","G48011300170083","481130170083","47","4"
"205280","G48011300170091","481130170091","99","10"
"205281","G48011300170092","481130170092","98","10"
"205282","G48011300170101","481130170101","59","5"
"205283","G48011300170102","481130170102","98","10"
"205284","G48011300171011","481130171011","80","8"
"205285","G48011300171012","481130171012","81","8"
"205286","G48011300171013","481130171013","80","8"
"205287","G48011300171021","481130171021","74","7"
"205288","G48011300171022","481130171022","69","6"
"205289","G48011300171023","481130171023","70","7"
"205290","G48011300172011","481130172011","91","9"
"205291","G48011300172012","481130172012","92","9"
"205292","G48011300172013","481130172013","92","9"
"205293","G48011300172031","481130172031","61","5"
"205294","G48011300172032","481130172032","62","6"
"205295","G48011300172041","481130172041","66","6"
"205296","G48011300172042","481130172042","58","5"
"205297","G48011300173071","481130173071","47","4"
"205298","G48011300173072","481130173072","47","4"
"205299","G48011300173073","481130173073","42","3"
"205300","G48011300173081","481130173081","48","4"
"205301","G48011300173082","481130173082","45","4"
"205302","G48011300173083","481130173083","40","3"
"205303","G48011300173091","481130173091","63","6"
"205304","G48011300173092","481130173092","46","4"
"205305","G48011300173101","481130173101","46","4"
"205306","G48011300173102","481130173102","43","3"
"205307","G48011300173111","481130173111","68","6"
"205308","G48011300173112","481130173112","72","7"
"205309","G48011300173121","481130173121","49","4"
"205310","G48011300173122","481130173122","50","4"
"205311","G48011300173131","481130173131","35","3"
"205312","G48011300173132","481130173132","38","3"
"205313","G48011300173141","481130173141","59","5"
"205314","G48011300173142","481130173142","58","5"
"205315","G48011300173143","481130173143","59","5"
"205316","G48011300173144","481130173144","59","5"
"205317","G48011300173151","481130173151","56","5"
"205318","G48011300173152","481130173152","63","6"
"205319","G48011300173153","481130173153","61","5"
"205320","G48011300174001","481130174001","79","8"
"205321","G48011300174002","481130174002","68","6"
"205322","G48011300174003","481130174003","70","7"
"205323","G48011300175001","481130175001","47","4"
"205324","G48011300175002","481130175002","45","4"
"205325","G48011300176021","481130176021","73","7"
"205326","G48011300176022","481130176022","63","6"
"205327","G48011300176041","481130176041","81","8"
"205328","G48011300176042","481130176042","75","7"
"205329","G48011300176051","481130176051","75","7"
"205330","G48011300176052","481130176052","72","7"
"205331","G48011300176061","481130176061","68","6"
"205332","G48011300176062","481130176062","60","5"
"205333","G48011300176063","481130176063","65","6"
"205334","G48011300177031","481130177031","84","8"
"205335","G48011300177032","481130177032","68","6"
"205336","G48011300177041","481130177041","72","7"
"205337","G48011300177042","481130177042","68","6"
"205338","G48011300177043","481130177043","69","6"
"205339","G48011300177051","481130177051","77","7"
"205340","G48011300177052","481130177052","77","7"
"205341","G48011300177061","481130177061","41","3"
"205342","G48011300177062","481130177062","53","4"
"205343","G48011300177063","481130177063","60","5"
"205344","G48011300178051","481130178051","PH","PH"
"205345","G48011300178052","481130178052","65","6"
"205346","G48011300178053","481130178053","65","6"
"205347","G48011300178054","481130178054","65","6"
"205348","G48011300178061","481130178061","71","7"
"205349","G48011300178062","481130178062","70","7"
"205350","G48011300178063","481130178063","68","6"
"205351","G48011300178081","481130178081","66","6"
"205352","G48011300178082","481130178082","43","3"
"205353","G48011300178083","481130178083","49","4"
"205354","G48011300178111","481130178111","51","4"
"205355","G48011300178112","481130178112","49","4"
"205356","G48011300178121","481130178121","58","5"
"205357","G48011300178122","481130178122","53","4"
"205358","G48011300178141","481130178141","53","4"
"205359","G48011300178142","481130178142","47","4"
"205360","G48011300178143","481130178143","54","5"
"205361","G48011300178151","481130178151","62","6"
"205362","G48011300178152","481130178152","47","4"
"205363","G48011300178161","481130178161","63","6"
"205364","G48011300178162","481130178162","61","5"
"205365","G48011300178171","481130178171","55","5"
"205366","G48011300178172","481130178172","55","5"
"205367","G48011300178181","481130178181","68","6"
"205368","G48011300178182","481130178182","68","6"
"205369","G48011300178183","481130178183","66","6"
"205370","G48011300178191","481130178191","QDI","QDI"
"205371","G48011300178192","481130178192","59","5"
"205372","G48011300178201","481130178201","66","6"
"205373","G48011300178202","481130178202","53","4"
"205374","G48011300179001","481130179001","70","7"
"205375","G48011300179002","481130179002","69","6"
"205376","G48011300179003","481130179003","75","7"
